Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
140,19603,"""Advances in Parasitology""",1.152,Q1,https://www.scimagojr.com/journalsearch.php?q=19603&tip=sid&clean=0,information not localized
141,4800153101,"""Expert Review of Clinical Immunology""",1.152,Q2,https://www.scimagojr.com/journalsearch.php?q=4800153101&tip=sid&clean=0,"expert review of clinical immunology (issn 1744-666x) provides expert analysis and commentary regarding the performance of new therapeutic and diagnostic modalities in clinical immunology. members of the international editorial advisory panel of expert review of clinical immunology are the forefront of their area of expertise. this panel works with our dedicated editorial team to identify the most important and topical review themes and the corresponding expert(s) most appropriate to provide commentary and analysis. all articles are subject to rigorous peer-review, and the finished reviews provide an essential contribution to decision-making in clinical immunology.
 
articles focus on the following key areas:

• therapeutic overviews of specific immunologic disorders highlighting optimal therapy and prospects for new medicines
• performance and benefits of newly approved therapeutic agents
• new diagnostic approaches
• screening and patient stratification
• pharmacoeconomic studies
• new therapeutic indications for existing therapies
• adverse effects, occurrence and reduction
• prospects for medicines in late-stage trials approaching regulatory approval
• novel treatment strategies
• epidemiological studies
• commentary and comparison of treatment guidelines
 
topics include infection and immunity, inflammation, host defense mechanisms, congenital and acquired immunodeficiencies, anaphylaxis and allergy, systemic immune diseases, organ-specific inflammatory diseases, transplantation immunology, endocrinology and diabetes, cancer immunology, neuroimmunology and hematological diseases."
142,19700166804,"""Ticks and Tick-borne Diseases""",1.15,Q1,https://www.scimagojr.com/journalsearch.php?q=19700166804&tip=sid&clean=0,"ticks and tick-borne diseases is an international, peer-reviewed scientific journal. it publishes original research papers, short communications, state-of-the-art mini-reviews, letters to the editor, clinical-case studies, announcements of pertinent international meetings, and editorials.
the journal covers a broad spectrum and brings together various disciplines, for example, zoology, microbiology, molecular biology, genetics, mathematical modelling, veterinary and human medicine. multidisciplinary approaches and the use of conventional and novel methods/methodologies (in the field and in the laboratory) are crucial for deeper understanding of the natural processes and human behaviour/activities that result in human or animal diseases and in economic effects of ticks and tick-borne pathogens. such understanding is essential for management of tick populations and tick-borne diseases in an effective and environmentally acceptable manner."
143,21101038573,"""Tumour Virus Research""",1.146,Q2,https://www.scimagojr.com/journalsearch.php?q=21101038573&tip=sid&clean=0,
144,20667,"""Asian Pacific Journal of Allergy and Immunology""",1.143,Q2,https://www.scimagojr.com/journalsearch.php?q=20667&tip=sid&clean=0,"the asian pacific journal of allergy and immunology (apjai) is an online open access journal with the recent impact factor (2018) 1.747

apjai published 4 times per annum (march, june, september, december). four issues constitute one volume.

apjai publishes original research articles of basic science, clinical science and reviews on various aspects of allergy and immunology. this journal is an official journal of and published by the allergy, asthma and immunology association, thailand.

the scopes include mechanism, pathogenesis, host-pathogen interaction, host-environment interaction, allergic diseases, immune-mediated diseases, epidemiology, diagnosis, treatment and prevention, immunotherapy, and vaccine. all papers are published in english and are refereed to international standards."
145,19700176005,"""World Allergy Organization Journal""",1.14,Q2,https://www.scimagojr.com/journalsearch.php?q=19700176005&tip=sid&clean=0,"the official pubication of the world allergy organization, the world allergy organization journal (waojournal) publishes original mechanistic, translational, and clinical research on the topics of allergy, asthma, anaphylaxis, and clincial immunology, as well as reviews, guidelines, and position papers that contribute to the improvement of patient care. waojournal publishes research on the growth of allergy prevalence within the scope of single countries, country comparisons, and practical global issues and regulations, or threats to the allergy specialty. the journal invites the submissions of all authors interested in publishing on current global problems in allergy, asthma, anaphylaxis, and immunology. of particular interest are the immunological consequences of climate change and the subsequent systematic transformations in food habits and their consequences for the allergy/immunology discipline."
146,22343,"""Infection and Immunity""",1.139,Q1,https://www.scimagojr.com/journalsearch.php?q=22343&tip=sid&clean=0,"infection and immunity® (iai) provides new insights into the interactions between bacteria, fungi, and parasites and their hosts. specific areas of interest include host cellular and immune response to microbes, molecular mechanisms of action of beneficial microbes or host-associated microbial communities, microbial pathogenesis, virulence factors, experimental models of infection, host resistance or susceptibility, and the generation of innate and adaptive immune responses.

iai will not consider papers that are preliminary, purely descriptive, or case studies. clinical studies may be suitable for consideration by iai if they provide novel insights into infectious disease pathogenesis or noncommunicable diseases associated with microbiota imbalances. iai welcomes studies of the microbiome that relate to host-microbe interactions. papers describing methodology are not encouraged; only under unusual circumstances will they be considered for publication."
147,21101028601,"""Biofilm""",1.136,Q1,https://www.scimagojr.com/journalsearch.php?q=21101028601&tip=sid&clean=0,
148,19618,"""Applied and Environmental Microbiology""",1.133,Q1,https://www.scimagojr.com/journalsearch.php?q=19618&tip=sid&clean=0,"applied and environmental microbiology (aem) publishes a substantial share of the most significant current research in the areas of biotechnology, microbial ecology, food microbiology, and industrial microbiology. highlighting research findings applicable to the development of new processes or products, aem is a broad-based journal that is indispensable to those whose basic work has implications of near-term practical benefit. 

sections include:

- commentaries 
- meeting reviews 
- meeting presentations 
- genetics and molecular biology 
- enzymology and protein engineering 
- physiology 
- biotechnology 
- mycology 
- public health microbiology 
- environmental microbiology 
- microbial ecology 
- geomicrobiology."
149,19717,"""Food Microbiology""",1.131,Q1,https://www.scimagojr.com/journalsearch.php?q=19717&tip=sid&clean=0,"food microbiology publishes original research articles, short research communications, and review papers dealing with all aspects of the microbiology of foods. the editors aim to publish manuscripts of the highest quality which are both relevant and applicable to the broad field covered by the journal. studies must be novel and have a clear connection to the microbiology of foods or food production environments. the microbiological aspects of all stages of food production, from pre- to post-harvest and throughout processing and preparation, are of interest. studies should be of general interest to the international community of food microbiologists. the editors make every effort to ensure rapid and fair reviews, resulting in timely publication of accepted manuscripts."
150,21100897791,"""Vaccine: X""",1.129,Q1,https://www.scimagojr.com/journalsearch.php?q=21100897791&tip=sid&clean=0,
151,19186,"""Clinical and Experimental Rheumatology""",1.123,Q2,https://www.scimagojr.com/journalsearch.php?q=19186&tip=sid&clean=0,"clinical and experimental rheumatology is a bi-monthly international peer-reviewed journal which has been covering all clinical, experimental and translational aspects of musculoskeletal, arthritic and connective tissue diseases since 1983."
152,18593,"""Microbial Cell Factories""",1.113,Q1,https://www.scimagojr.com/journalsearch.php?q=18593&tip=sid&clean=0,"microbial cell factories is an open access peer-reviewed journal that covers any topic related to the development, use and investigation of microbial cells as producers of recombinant proteins and natural products, or as catalyzers of biological transformations of industrial interest. microbial cell factories is the world leading, primary research journal fully focusing on applied microbiology.

the journal is divided into the following editorial sections:

-metabolic engineering
-synthetic biology
-whole-cell biocatalysis
-microbial regulations
-recombinant protein production/bioprocessing
-production of natural compounds
-systems biology of cell factories
-microbial production processes
-cell-free systems"
153,21000196010,"""Topics in antiviral medicine""",1.113,Q2,https://www.scimagojr.com/journalsearch.php?q=21000196010&tip=sid&clean=0,"topics in antiviral medicine™ or tam (formerly topics in hiv medicine®) is the free, open-access, online journal published by the ias–usa. tam is a resource for physicians and other health care practitioners who are actively involved in the care of patients with hiv or other viral infections."
154,20886,"""Virology""",1.112,Q2,https://www.scimagojr.com/journalsearch.php?q=20886&tip=sid&clean=0,"virology publishes papers that provide advances to the understanding of virus biology. we have been publishing the results of basic research in all branches of virology for over 60 years. the journal welcomes submitted articles on virus replication, virus-host biology, viral pathogenesis, immunity to viruses, virus structure, and virus evolution and ecology. articles should be of broad interest to the community of virologists. we also publish state-of-the-art invited reviews from experts in the field."
155,20267,"""Microbiological Research""",1.11,Q2,https://www.scimagojr.com/journalsearch.php?q=20267&tip=sid&clean=0,"microbiological research is devoted to publishing reports on prokaryotic and eukaryotic microorganisms such as yeasts, fungi, bacteria, archaea, and protozoa. research on interactions between pathogenic microorganisms and their environment or hosts are also covered. the research should be original and include molecular aspects to generate a significant contribution of broad interest. papers of rather specialised or of preliminary and descriptive content will normally not be considered."
156,19700176023,"""Virulence""",1.107,Q1,https://www.scimagojr.com/journalsearch.php?q=19700176023&tip=sid&clean=0,"virulence is a fully open access peer-reviewed journal. all articles will (if accepted) be available for anyone to read anywhere, at any time immediately on publication.

virulence is the first international peer-reviewed journal of its kind to focus exclusively on microbial pathogenicity, the infection process and host-pathogen interactions. to address the new infectious challenges, emerging infectious agents and antimicrobial resistance, there is a clear need for interdisciplinary research."
157,19700175206,"""Microbial Biotechnology""",1.106,Q1,https://www.scimagojr.com/journalsearch.php?q=19700175206&tip=sid&clean=0,"microbial biotechnology publishes papers of original research reporting significant advances in any aspect of microbial applications, including, but not limited to biotechnologies related to: green chemistry; primary metabolites; food, beverages and supplements; secondary metabolites and natural products; pharmaceuticals; diagnostics; agriculture; bioenergy; biomining, including oil recovery and processing; bioremediation; biopolymers, biomaterials; bionanotechnology; biosurfactants and bioemulsifiers; compatible solutes and bioprotectants; biosensors, monitoring systems, quantitative microbial risk assessment; technology development; protein engineering; functional genomics; metabolic engineering; metabolic design; systems analysis, modelling; process engineering; biologically-based analytical methods; microbially-based strategies in public health; microbially-based strategies to influence global processes"
158,19705,"""FEMS Microbiology Ecology""",1.092,Q1,https://www.scimagojr.com/journalsearch.php?q=19705&tip=sid&clean=0,"fems microbiology ecology aims to ensure efficient publication of high-quality papers that are original and provide a significant contribution to the understanding of microbial ecology. the journal contains research articles and minireviews on fundamental aspects of the ecology of microorganisms in natural soil, aquatic and atmospheric habitats, including extreme environments, and in artificial or managed environments. research papers on pure cultures and in the areas of plant pathology and medical, food or veterinary microbiology will be published where they provide valuable generic information on microbial ecology. papers can deal with culturable and non-culturable forms of any type of microorganism: bacteria, archaea, filamentous fungi, yeasts, protozoa, cyanobacteria, algae or viruses. in addition, the journal will publish perspectives, current opinion and controversy articles, commentaries and letters to the editor on topical issues in microbial ecology.
- application of ecological theory to microbial ecology 
- interactions and signalling between microorganisms and with plants and animals 
- interactions between microorganisms and their physicochemical enviornment 
- microbial aspects of biogeochemical cycles and processes 
- microbial community ecology 
- phylogenetic and functional diversity of microbial communities 
- evolutionary biology of microorganisms"
159,15066,"""Fish and Shellfish Immunology""",1.091,Q1,https://www.scimagojr.com/journalsearch.php?q=15066&tip=sid&clean=0,"fish and shellfish immunology rapidly publishes high-quality, peer-refereed contributions in the expanding fields of fish and shellfish immunology. it presents studies on the basic mechanisms of both the specific and non-specific defense systems, the cells, tissues, and humoral factors involved, their dependence on environmental and intrinsic factors, response to pathogens, response to vaccination, and applied studies on the development of specific vaccines for use in the aquaculture industry."
160,130035,"""Virology Journal""",1.091,Q2,https://www.scimagojr.com/journalsearch.php?q=130035&tip=sid&clean=0,"virology journal is an open access, peer reviewed journal that considers articles on all aspects of virology, including research on the viruses of animals, plants and microbes. the journal welcomes basic research as well as pre-clinical and clinical studies of novel diagnostic tools, vaccines and anti-viral therapies.

the editorial policy of virology journal is to publish all research which is assessed by peer reviewers to be a coherent and sound addition to the scientific literature, and puts less emphasis on interest levels or perceived impact.

virology journal will feature articles on human, animal, plant, insect, bacterial, and fungal viruses. the journal will also publish articles on molecular aspects of the control and prevention of viral infections with vaccines and antiviral agents and on the use of viruses as gene therapy vectors, as well as research on other agents such as prions. the approaches and techniques used are expected to encompass many disciplines, including molecular genetics, molecular biology, biochemistry, biophysics, structural biology, cell biology, immunology, morphology, genetics and pathogenesis."
161,17500154721,"""Parasites and Vectors""",1.089,Q1,https://www.scimagojr.com/journalsearch.php?q=17500154721&tip=sid&clean=0,"parasites & vectors is an open access, peer-reviewed online journal dealing with the biology of parasites, parasitic diseases, intermediate hosts, vectors and vector-borne pathogens. manuscripts published in this journal will be available to all worldwide, with no barriers to access, immediately following acceptance. however, authors retain the copyright of their material and may use it, or distribute it, as they wish.

manuscripts on all aspects of the basic and applied biology of parasites, intermediate hosts, vectors and vector-borne pathogens will be considered. in addition to the traditional and well-established areas of science in these fields, we also aim to provide a vehicle for publication of the rapidly developing resources and technology in parasite, intermediate host and vector genomics and their impacts on biological research. we are able to publish large datasets and extensive results, frequently associated with genomic and post-genomic technologies, which are not readily accommodated in traditional journals. manuscripts addressing broader issues, for example economics, social sciences and global climate change in relation to parasites, vectors and disease control, are also welcomed."
162,19700175042,"""Journal of Inflammation Research""",1.088,Q2,https://www.scimagojr.com/journalsearch.php?q=19700175042&tip=sid&clean=0,"an international, peer-reviewed, open access, online journal that welcomes laboratory and clinical findings on the molecular basis, cell biology and pharmacology of inflammation."
163,16341,"""Expert Review of Anti-Infective Therapy""",1.078,Q2,https://www.scimagojr.com/journalsearch.php?q=16341&tip=sid&clean=0,"expert review of anti-infective therapy (issn 1478-7210) provides expert reviews on therapeutics and diagnostics in the treatment of infectious disease. coverage includes antibiotics, drug resistance, drug therapy, infectious disease medicine, antibacterial, antimicrobial, antifungal and antiviral approaches, and diagnostic tests."
164,21100200427,"""Human Vaccines and Immunotherapeutics""",1.073,Q2,https://www.scimagojr.com/journalsearch.php?q=21100200427&tip=sid&clean=0,"human vaccines & immunotherapeutics is the only peer-reviewed journal focused on vaccines and immunotherapeutics for humans. the journal publishes 12 issues per year, mostly as original research articles and reviews, and also features commentaries and news updates. also included are special features of articles and reviews on a focused theme of high interest as well as special issues devoted entirely to one such topic or to articles from prestigious international conferences.
the journal is fully indexed with a broad and distinguished international panel of editorial board members and associate editors editorial board. the journal enjoys relatively rapid turnaround time from submission to acceptance to publication.

human vaccines & immunotherapeutics (hv&i) provides a platform for presenting and discussing cutting-edge research and developments in vaccinology and immunotherapy. our journal brings together scientists, physicians, public health practitioners, and analysts working in the areas of:

-research and development of novel vaccines and immunotherapeutics
-experimental vaccines and novel approaches in vaccination and immunotherapy
-vaccines and immunotherapeutics for treating non-infectious diseases, e.g., cancer
-preclinical studies and clinical trials
-licensed products and their use in the field
-impact of licensed vaccines and immunotherapeutics on disease
-safety and perceptions of licensed vaccines
-prevention and treatment in the developing world
-epidemiology and pharmaco-economics"
165,21250,"""International Reviews of Immunology""",1.072,Q2,https://www.scimagojr.com/journalsearch.php?q=21250&tip=sid&clean=0,"this review journal provides the most current information on basic and translational research in immunology and related fields. in addition to invited reviews, the journal accepts for publication articles and editorials on relevant topics proposed by contributors. each issue of international reviews of immunology contains both solicited and unsolicited review articles, editorials, and 'in-this-issue' highlights. the journal also hosts reviews that position the authors' original work relative to advances in a given field, bridging the gap between annual reviews and the original research articles.
this review series is relevant to all immunologists, molecular biologists, microbiologists, translational scientists, industry researchers, and physicians who work in basic and clinical immunology, inflammatory and allergic diseases, vaccines, and additional topics relevant to medical research and drug development that connect immunology to disciplines such as oncology, cardiovascular disease, and metabolic disorders.

covered in international reviews of immunology: basic and developmental immunology (innate and adaptive immunity; inflammation; and tumor and microbial immunology); clinical research (mechanisms of disease in man pertaining to infectious diseases, autoimmunity, allergy, oncology / immunology); and translational research (relevant to biomarkers, diagnostics, vaccines, and drug development)."
166,22432,"""International Immunopharmacology""",1.059,Q2,https://www.scimagojr.com/journalsearch.php?q=22432&tip=sid&clean=0,"international immunopharmacology is the primary vehicle for the publication of original research papers pertinent to the overlapping areas of immunology, pharmacology, cytokine biology, immunotherapy, immunopathology and immunotoxicology. review articles that encompass these subjects are also welcome.

the subject material appropriate for submission includes:
• clinical studies employing immunotherapy of any type including the use of: bacterial and chemical agents; thymic hormones, interferon, lymphokines, etc., in transplantation and diseases such as cancer, immunodeficiency, chronic infection and allergic, inflammatory or autoimmune disorders.
• studies on the mechanisms of action of these agents for specific parameters of immune competence as well as the overall clinical state.
• pre-clinical animal studies and in vitro studies on mechanisms of action with immunopotentiators, immunomodulators, immunoadjuvants and other pharmacological agents active on cells participating in immune or allergic responses.
• pharmacological compounds, microbial products and toxicological agents that affect the lymphoid system, and their mechanisms of action.
• agents that activate genes or modify transcription and translation within the immune response.
• substances activated, generated, or released through immunologic or related pathways that are pharmacologically active.
• production, function and regulation of cytokines and their receptors.
• classical pharmacological studies on the effects of chemokines and bioactive factors released during immunological reactions."
167,20753,"""Current Allergy and Asthma Reports""",1.047,Q2,https://www.scimagojr.com/journalsearch.php?q=20753&tip=sid&clean=0,"the aim of this journal is to systematically provide the views of highly selected experts on current advances in the fields of allergy and asthma and highlight the most important papers recently published. all reviews are intended to facilitate the understanding of new advances in science for better diagnosis, treatment, and prevention of allergy and asthma.

we accomplish this aim by appointing international experts in major subject areas across the discipline to review select topics emphasizing recent developments and highlighting important new papers and emerging concepts. we also provide commentaries from well-known figures in the field, and an editorial board of internationally diverse members suggests topics of special interest to their country/region and ensures that topics are current and include emerging research. over a one- to two-year period, readers are updated on all the major advances in allergy and asthma."
168,20500195020,"""Gut Pathogens""",1.037,Q1,https://www.scimagojr.com/journalsearch.php?q=20500195020&tip=sid&clean=0,"gut pathogens is a fast publishing, inclusive and prominent international journal which recognizes the need for a publishing platform uniquely tailored to reflect the full breadth of research in the biology and medicine of pathogens, commensals and functional microbiota of the gut. the journal publishes basic, clinical and cutting-edge research on all aspects of the above mentioned organisms including probiotic bacteria and yeasts and their products. the scope also covers the related ecology, molecular genetics, physiology and epidemiology of these microbes. the journal actively invites timely reports on the novel aspects of genomics, metagenomics, microbiota profiling and systems biology.

gut pathogens will also consider, at the discretion of the editors, descriptive studies identifying a new genome sequence of a gut microbe or a series of related microbes (such as those obtained from new hosts, niches, settings, outbreaks and epidemics) and those obtained from single or multiple hosts at one or different time points (chronological evolution)."
169,25300,"""Journal of Viral Hepatitis""",1.034,Q2,https://www.scimagojr.com/journalsearch.php?q=25300&tip=sid&clean=0,"the journal of viral hepatitis publishes reviews, original work (full papers) and short, rapid communications in the area of viral hepatitis. it solicits these articles from epidemiologists, clinicians, pathologists, virologists and specialists in transfusion medicine working in the field, thereby bringing together in a single journal the important issues in this expanding speciality.

the journal of viral hepatitis is a monthly journal, publishing reviews, original work (full papers) and short rapid communications in the area of viral hepatitis. it brings together in a single journal important issues in this rapidly expanding speciality including articles from:

virologists;

epidemiologists;

clinicians;

pathologists;

specialists in transfusion medicine."
170,22379,"""International Journal for Parasitology""",1.03,Q1,https://www.scimagojr.com/journalsearch.php?q=22379&tip=sid&clean=0,"international journal for parasitology offers authors the option to sponsor nonsubscriber access to their articles on elsevier electronic publishing platforms. for more information please view our sponsored articles page. the international journal for parasitology publishes the results of original research in all aspects of basic and applied parasitology, including all the fields covered by its specialist editors, and ranging from parasites and host-parasite relationships of intrinsic biological interest to those of social and economic importance in human and veterinary medicine and agriculture."
171,21100398775,"""Clinical and Translational Allergy""",1.023,Q2,https://www.scimagojr.com/journalsearch.php?q=21100398775&tip=sid&clean=0,"clinical and translational allergy, one of several journals in the portfolio of the european academy of allergy and clinical immunology, provides a platform for the dissemination of allergy research and reviews, as well as eaaci position papers, task force reports and guidelines, amongst an international scientific audience.

clinical and translational allergy accepts clinical and translational research in the following areas and other related topics: asthma, rhinitis, rhinosinusitis, drug hypersensitivity, allergic conjunctivitis, allergic skin diseases, atopic eczema, urticaria, angioedema, venom hypersensitivity, anaphylaxis, food allergy, immunotherapy, immune modulators and biologics, animal models of allergic disease, immune mechanisms, or any other topic related to allergic disease.

beyond original research, clinical and translational allergy also accepts structured reviews as well as opinion based reviews, and different position publications from eaaci or its national societies.

open access publishing enables free access to all content ensuring a wide dissemination of articles; the electronic format and expert peer review allows for very rapid publication. clinical and translational allergy is an international journal reaching out far beyond the borders of europe, and invites clinicians and researchers from all countries of the world to contribute."
172,19700171308,"""Virology: Research and Treatment""",1.018,Q2,https://www.scimagojr.com/journalsearch.php?q=19700171308&tip=sid&clean=0,"an international, peer reviewed, open access journal that focuses on all aspects of viruses and including human, animal, insect, plant, and bacterial and fungal viruses. virology: research and treatment seeks to be one of the world’s premier open access outlets for virology research. all articles on human, animal, insect, plant, and bacterial and fungal viruses are considered. papers are subjected to rigorous peer review and selected on the basis of sound scientific work, high ethical standards, and written clarity."
173,19700174631,"""Allergy, Asthma and Immunology Research""",1.014,Q2,https://www.scimagojr.com/journalsearch.php?q=19700174631&tip=sid&clean=0,"the journal features cutting-edge original research, brief communications, and state-of-the-art reviews in the specialties of allergy, asthma, and immunology, including clinical and experimental studies and instructive case reports. contemporary reviews summarize information on topics for researchers and physicians in the fields of allergy and immunology. as of january 2017, aair do not accept case reports. however, if it is a clinically important case, authors can submit it in the form of letter to the editor. editorials and letters to the editor explore controversial issues and encourage further discussion among physicians dealing with allergy, immunology, pediatric respirology, and related medical fields. aair also features topics in practice and management and recent advances in equipment and techniques for clinicians concerned with clinical manifestations of allergies and pediatric respiratory diseases."
174,21787,"""American Journal of Tropical Medicine and Hygiene""",1.013,Q1,https://www.scimagojr.com/journalsearch.php?q=21787&tip=sid&clean=0,"the american journal of tropical medicine and hygiene, established in 1921, is published monthly by the american society of tropical medicine and hygiene. it is among the top-ranked tropical medicine journals in the world publishing original scientific articles and the latest science covering new research with an emphasis on population, clinical and laboratory science and the application of technology in the fields of tropical medicine, parasitology, immunology, infectious diseases, epidemiology, basic and molecular biology, virology and international medicine.
the journal publishes unsolicited peer-reviewed manuscripts, review articles, short reports, images in clinical tropical medicine, case studies, reports on the efficacy of new drugs and methods of treatment, prevention and control methodologies,new testing methods and equipment, book reports and letters to the editor. topics range from applied epidemiology in such relevant areas as aids to the molecular biology of vaccine development.
the journal is of interest to epidemiologists, parasitologists, virologists, clinicians, entomologists and public health officials who are concerned with health issues of the tropics, developing nations and emerging infectious diseases. major granting institutions including philanthropic and governmental institutions active in the public health field, and medical and scientific libraries throughout the world purchase the journal.
two or more supplements to the journal on topics of special interest are published annually. these supplements represent comprehensive and multidisciplinary discussions of issues of concern to tropical disease specialists and health issues of developing countries"
175,20649,"""Annals of Allergy, Asthma and Immunology""",1.012,Q2,https://www.scimagojr.com/journalsearch.php?q=20649&tip=sid&clean=0,"annals of allergy, asthma & immunology is a scholarly medical journal published monthly by the american college of allergy, asthma & immunology. the purpose of annals is to serve as an objective evidence-based forum for the allergy/immunology specialist to keep up to date on current clinical science (both research and practice-based) in the fields of allergy, asthma, and immunology. the emphasis of the journal will be to provide clinical and research information that is readily applicable to both the clinician and the researcher. each issue of the annals shall also provide opportunities to participate in accredited continuing medical education activities to enhance overall clinical proficiency."
176,21100901579,"""Microbial Cell""",1.011,Q1,https://www.scimagojr.com/journalsearch.php?q=21100901579&tip=sid&clean=0,"microbial cell is an open-access, peer-reviewed journal that publishes exceptionally relevant research works that implement the use of unicellular organisms (and multicellular microorganisms) to understand cellular responses to internal and external stimuli and/or human diseases. thus, the topics covered in microbial cell are as heterogeneous as cell death (including apoptosis, necrosis, autophagic death), aging, autophagy, stress response, nutrient signalling, unicellular metabolism, cell host and microbe interactions, or plant/fungal interaction. further topics include but are not restricted to the microbiome, disease and behaviour, infection, evolution of multicellularity and quorum sensing, biofilm formation, antibiotics, bacteria, archaea, fungi, eukaryotic microorganisms, viruses, pathogenicity, gene expression and regulation, biotechnology, microbial factories, cell biology and signaling pathways, microbial ecology, evolution and gene transfer, membranes, traffic, vesicle fusion, lipids, and novel techniques. the publication is intended for international scientists, educators and policy makers as well as for any individual around the world interested in the indirect (e.g. in vivo modeling) and direct (e.g. infection treatments) applicability of results obtained in the unicellular research community."
177,14156,"""Molecular Immunology""",1.005,Q2,https://www.scimagojr.com/journalsearch.php?q=14156&tip=sid&clean=0,"molecular immunology publishes original articles, reviews and commentaries on all areas of immunology, with a particular focus on description of cellular, biochemical or genetic mechanisms underlying immunological phenomena. studies on all model organisms, from invertebrates to humans, are suitable. examples include, but are not restricted to:

infection, autoimmunity, transplantation, immunodeficiencies, inflammation and tumor immunology
mechanisms of induction, regulation and termination of innate and adaptive immunity
intercellular communication, cooperation and regulation
intracellular mechanisms of immunity (endocytosis, protein trafficking, pathogen recognition, antigen presentation, etc)
mechanisms of action of the cells and molecules of the immune system
structural analysis
development of the immune system
comparative immunology and evolution of the immune system
""omics"" studies and bioinformatics
vaccines, biotechnology and therapeutic manipulation of the immune system (therapeutic antibodies, cytokines, cellular therapies, etc)
technical developments."
178,25935,"""Cytotherapy""",1.004,Q2,https://www.scimagojr.com/journalsearch.php?q=25935&tip=sid&clean=0,"cytotherapy, the official journal of the international society for cell & gene therapy (isct®), publishes novel and innovative results from high quality basic, translational and clinical studies in the fields of cell and gene therapy. studies evaluating the potency of experimental cell and gene therapies in clinically relevant animal models of disease and describing important advances in cell/gene-based product manufacturing and validation are welcomed. results of clinical studies evaluating the safety and efficacy of cell and gene therapies in early and late phase trails are also of interest. in addition to short reports and full-length articles, the journal also accepts editorials addressing emerging trends and potential controversies in the field, and review articles summarizing bodies of work that have made lasting impacts in the field."
179,21100335701,"""Vaccines""",1.004,Q2,https://www.scimagojr.com/journalsearch.php?q=21100335701&tip=sid&clean=0,"vaccines (issn 2076-393x) is an international, peer-reviewed open access journal focused on laboratory and clinical vaccine research, utilization and immunization. vaccines publishes high quality reviews, regular research papers, communications and case reports. our aim is to encourage scientists to publish their experimental and theoretical results in open access form in as much detail as possible. the full experimental details must be provided so that the results can be reproduced.

there are, in addition, unique features of this journal:

-manuscripts regarding research proposals and research ideas will be particularly welcomed
-computed data or files regarding the full details of the experimental procedure, if unable to be published in a normal way, can be deposited as supplementary material
-we also accept manuscripts communicating to a broader audience with regard to research projects financed with public funds

subject areas:
-immunology mechanisms-
animal models for immunologic diseases-
viral immunology-
immunopathogenesis-
vaccine development and efficacy evaluation-
immune responses to vaccines-
vaccine technology-
vaccine vectors, adjuvants and immunomodulators-
prophylactic vaccines, therapeutic vaccines, aids vaccines, gene vaccines, vaccines in bioterrorism-
regulatory affairs, commercial utilization, policy, safety, epidemiology."
180,21100298690,"""Journal of Immunology Research""",1.002,Q2,https://www.scimagojr.com/journalsearch.php?q=21100298690&tip=sid&clean=0,"journal of immunology research is a peer-reviewed, open access journal that provides a platform for scientists and clinicians working in different areas of immunology and therapy. the journal publishes research articles, review articles, as well as clinical studies related to classical immunology, molecular immunology, clinical immunology, cancer immunology, transplantation immunology, immune pathology, immunodeficiency, autoimmune diseases, immune disorders, and immunotherapy."
181,6300153114,"""Fungal Biology Reviews""",1.001,Q2,https://www.scimagojr.com/journalsearch.php?q=6300153114&tip=sid&clean=0,"fungal biology reviews is an international reviews journal, owned by the british mycological society. its objective is to provide a forum for high quality review articles within fungal biology. it covers all fields of fungal biology, whether fundamental or applied, including fungal diversity, ecology, evolution, physiology and ecophysiology, biochemistry, genetics and molecular biology, cell biology, interactions (symbiosis, pathogenesis etc), environmental aspects, biotechnology and taxonomy. it considers aspects of all organisms historically or recently recognized as fungi, including lichen-fungi, microsporidia, oomycetes, slime moulds, stramenopiles, and yeasts."
182,19760,"""International Journal of Food Microbiology""",0.997,Q2,https://www.scimagojr.com/journalsearch.php?q=19760&tip=sid&clean=0,"the international journal of food microbiology publishes papers dealing with all aspects of food microbiology. articles must present information that is novel, has high impact and interest, and is of high scientific quality. they should provide scientific or technological advancement in the specific field of interest of the journal and enhance its strong international reputation. preliminary or confirmatory results as well as contributions not strictly related to food microbiology will not be considered for publication.

full-length original research papers, review articles and book reviews in the fields of bacteriology, mycology, virology, parasitology, and immunology as they relate to the production, processing, service and consumption of foods and beverages are welcomed. within this scope, topics of specific interest include: (1) incidence and types of food and beverage microorganisms, microbial interactions, microbial ecology of foods, intrinsic and extrinsic factors affecting microbial survival and growth in foods, and food spoilage; (2) microorganisms involved in food and beverage fermentations (including probiotics and starter cultures); (3) food safety, indices of the sanitary quality of foods, microbiological quality assurance, biocontrol, microbiological aspects of food preservation and novel preservation techniques, predictive microbiology and microbial risk assessment; (4) foodborne microorganisms of public health significance, and microbiological aspects of foodborne diseases of microbial origin; (5) methods for microbiological and immunological examinations of foods, as well as rapid, automated and molecular methods when validated in food systems; and (6) the biochemistry, physiology and molecular biology of microorganisms as they directly relate to food spoilage, foodborne disease and food fermentations."
183,21100241668,"""Pathogens and Disease""",0.993,Q1,https://www.scimagojr.com/journalsearch.php?q=21100241668&tip=sid&clean=0,"pathogens and disease publishes outstanding primary research on hypothesis- and discovery-driven studies on pathogens, host-pathogen interactions, host response to infection and their molecular and cellular correlates. it covers all pathogens – eukaryotes, prokaryotes, and viruses – and includes zoonotic pathogens and experimental translational applications."
