Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
95,26767,"""Altex""",1.058,Q1,https://www.scimagojr.com/journalsearch.php?q=26767&tip=sid&clean=0,"altex – alternatives to animal experimentation publishes open access academic articles on the development and implementation of alternatives to the use of animals for scientific purposes and informs on international developments in this field.
the use of animals for scientific purposes includes all experimental procedures involving the use of animals in testing, research, and education or to obtain tissues, organs, and other animal-derived products which may cause pain, suffering, distress or lasting harm to animals. altex is committed to ensuring that all research published gives full consideration to animal welfare and ethical issues.
altex publishes research articles, concept articles, opinion articles, reviews, consensus reports, short communications, letters, comments, corners and meeting reports. current news and events are posted online."
96,20082,"""British Journal of Clinical Pharmacology""",1.055,Q1,https://www.scimagojr.com/journalsearch.php?q=20082&tip=sid&clean=0,"published on behalf of the british pharmacological society, the british journal of clinical pharmacology features papers and reports on all aspects of drug action in humans: review articles, mini review articles, original papers, commentaries, editorials and letters. the journal enjoys a wide readership, bridging the gap between the medical profession, clinical research and the pharmaceutical industry. it also publishes research on new methods, new drugs and new approaches to treatment. the journal is recognised as one of the leading publications in its field. it is online only, publishes open access research through its onlineopen programme and is published monthly."
97,17464,"""European Journal of Medicinal Chemistry""",1.054,Q1,https://www.scimagojr.com/journalsearch.php?q=17464&tip=sid&clean=0,"the european journal of medicinal chemistry is a global journal that publishes studies on all aspects of medicinal chemistry. it provides a medium for publication of original papers and also welcomes critical review papers.

a typical paper would report on the organic synthesis, characterization and pharmacological evaluation of compounds. other topics of interest are drug design, qsar, molecular modeling, drug-receptor interactions, molecular aspects of drug metabolism, prodrug synthesis and drug targeting. the journal expects manuscripts to present the rational for a study, provide insight into the design of compounds or understanding of mechanism, or clarify the targets."
98,24791,"""Alcoholism: Clinical and Experimental Research""",1.05,Q1,https://www.scimagojr.com/journalsearch.php?q=24791&tip=sid&clean=0,"alcoholism: clinical and experimental research's scope spans animal and human clinical research, epidemiological, experimental, policy, and historical research relating to any aspect of alcohol abuse, dependence, or alcoholism. this journal uses a multi-disciplinary approach in its scope of alcoholism, its causes, clinical and animal effect, consequences, patterns, treatments and recovery, predictors and prevention."
99,16573,"""Phytotherapy Research""",1.046,Q1,https://www.scimagojr.com/journalsearch.php?q=16573&tip=sid&clean=0,"phytotherapy research is a monthly, international journal for the publication of original research papers, short communications, reviews and letters on medicinal plant research. key areas of interest are pharmacology, toxicology, and the clinical applications of herbs and natural products in medicine, from case histories to full clinical trials, including studies of herb-drug interactions and other aspects of the safety of herbal medicines. papers concerned with the effects of common food ingredients and standardised plant extracts, including commercial products, are particularly welcome, as are mechanistic studies on isolated natural products.

short communications dealing with the pharmacology and screening of crude or uncharacterised extracts will be considered for publication only if they are clearly of interest to our international readership and are not deemed more suitable for a regional audience.

phytotherapy research does not publish agricultural, phytochemical, structure elucidation, quality control or botanical identification papers unless directly pertinent to the pharmacological effects or overall safety of plant based medicines currently in use."
100,25218,"""Toxicological Sciences""",1.037,Q1,https://www.scimagojr.com/journalsearch.php?q=25218&tip=sid&clean=0,"the mission of toxicological sciences, the official journal of the society of toxicology, is to publish a broad spectrum of impactful research in the field of toxicology.

the primary focus of toxicological sciences is on original research articles. the journal also provides expert insight via contemporary and systematic reviews, as well as forum articles and editorial content that addresses important topics in the field.

the scope of toxicological sciences is focused on a broad spectrum of impactful toxicological research that will advance the multidisciplinary field of toxicology ranging from basic research to model development and application, and decision making. submissions will include diverse technologies and approaches including, but not limited to: bioinformatics and computational biology, biochemistry, exposure science, histopathology, mass spectrometry, molecular biology, population-based sciences, tissue and cell-based systems, and whole-animal studies. integrative approaches that combine realistic exposure scenarios with impactful analyses that move the field forward are encouraged."
101,7700153108,"""International Journal of Nanomedicine""",1.032,Q1,https://www.scimagojr.com/journalsearch.php?q=7700153108&tip=sid&clean=0,"the international journal of nanomedicine is an international, peer-reviewed, open-access journal that reports on all aspects of nanotechnology applications throughout the biomedical field. 

reflecting the relevance of this emerging and rapidly evolving research field, the aim of this journal is to highlight research and development leading to potential clinical applications of nanoparticles in the diagnostics, prevention and treatment of disease.

specific topics covered in the journal include: 

nanodrug delivery and biosensors
regenerative nanomedicine
nanodiagnostics 
nanoinformatics
nanotoxicity."
102,6800153101,"""Expert Opinion on Drug Discovery""",1.023,Q1,https://www.scimagojr.com/journalsearch.php?q=6800153101&tip=sid&clean=0,"expert opinion on drug discovery (issn 1746-0441 [print], 1746-045x [electronic]) is a medline-indexed, peer-reviewed, international journal publishing review articles on novel technologies involved in the drug discovery process, leading to new leads and reduced attrition rates. each article is structured to incorporate the author’s own expert opinion on the scope for future development.

the editors welcome:

reviews covering chemoinformatics; bioinformatics; assay development; novel screening technologies; in vitro/in vivo models; structure-based drug design; systems biology
drug case histories examining the steps involved in the preclinical and clinical development of a particular drug
the audience consists of scientists and managers in the healthcare and pharmaceutical industry, academic pharmaceutical scientists and other closely related professionals looking to enhance the success of their drug candidates through optimisation at the preclinical level."
103,4000149101,"""Nanomedicine: Nanotechnology, Biology, and Medicine""",1.019,Q1,https://www.scimagojr.com/journalsearch.php?q=4000149101&tip=sid&clean=0,"the mission of nanomedicine: nanotechnology, biology, and medicine (nanomedicine: nbm) is to promote the emerging interdisciplinary field of nanomedicine.

nanomedicine: nbm is an international, peer-reviewed journal presenting novel, significant, and interdisciplinary theoretical and experimental results related to nanoscience and nanotechnology in the life and health sciences. content includes basic, translational, and clinical research addressing diagnosis, treatment, monitoring, prediction, and prevention of diseases."
104,20578,"""Journal of Food and Drug Analysis""",1.018,Q1,https://www.scimagojr.com/journalsearch.php?q=20578&tip=sid&clean=0,"journal of food and drug analysis (jfda) journal of food and drug analysis (jfda) is the official peer-reviewed open access publication of thefood and drug administration, taiwan (tfda). the journal, which was launched in 1993, was recognized with the taiwan national science council's award of excellence for 9 years from 1996 to 2004. the jfda is indexed in scie, medline, chemical abstracts, embase, biosis, international food information service (fsta), abstracts of chinese medicines, directory of open access journals (doaj), research alert, biochemistry & biophysics citation index.

the journal aims to provide an international platform for scientists, researchers, and academicians to promote, share and discuss new findings, current issues, and developments in the different areas of food and drug analysis.

the scope of the journal includes analytical methodologies and biological activities in relation to food, drugs, cosmetics, and traditional chinese medicine, as well as related disciplines of topical interest to public health professionals.

article types accepted include review articles, original articles, case reports, and research notes."
105,18403,"""Apoptosis : an international journal on programmed cell death""",1.017,Q1,https://www.scimagojr.com/journalsearch.php?q=18403&tip=sid&clean=0,"apoptosis is an international peer-reviewed journal, published monthly. the journal is devoted to the rapid publication of innovative basic and clinically-oriented investigations into programmed cell death. it aims to stimulate both research on the basis of mechanisms of apoptosis and on its role in various human disease processes including: cancer, autoimmune disease, viral infection, aids, cardiovascular disease, neurodegenerative disorders, osteoporosis and ageing. the editor-in-chief recognises the need to encourage the development of clinical therapies against apoptosis-related diseases. original articles, reviews, short communications, letters to the editor and book reviews will be considered for publication in apoptosis."
106,23109,"""Journal of Psychopharmacology""",1.014,Q1,https://www.scimagojr.com/journalsearch.php?q=23109&tip=sid&clean=0,"the journal of psychopharmacology is a fully peer-reviewed, international journal that publishes original research and review articles on preclinical and clinical aspects of psychopharmacology. the journal provides an essential forum for researchers and practicing clinicians on the effects of drugs on animal and human behavior, and the mechanisms underlying these effects."
107,4200151509,"""Molecular Diagnosis and Therapy""",1.009,Q1,https://www.scimagojr.com/journalsearch.php?q=4200151509&tip=sid&clean=0,"molecular diagnosis & therapy welcomes current opinion articles on emerging or contentious issues, comprehensive narrative reviews, systematic reviews (as outlined by the prisma statement), original research articles (including short communications) and letters to the editor. all manuscripts are subject to peer review by international experts."
108,21100335701,"""Vaccines""",1.004,Q1,https://www.scimagojr.com/journalsearch.php?q=21100335701&tip=sid&clean=0,"vaccines (issn 2076-393x) is an international, peer-reviewed open access journal focused on laboratory and clinical vaccine research, utilization and immunization. vaccines publishes high quality reviews, regular research papers, communications and case reports. our aim is to encourage scientists to publish their experimental and theoretical results in open access form in as much detail as possible. the full experimental details must be provided so that the results can be reproduced.

there are, in addition, unique features of this journal:

-manuscripts regarding research proposals and research ideas will be particularly welcomed
-computed data or files regarding the full details of the experimental procedure, if unable to be published in a normal way, can be deposited as supplementary material
-we also accept manuscripts communicating to a broader audience with regard to research projects financed with public funds

subject areas:
-immunology mechanisms-
animal models for immunologic diseases-
viral immunology-
immunopathogenesis-
vaccine development and efficacy evaluation-
immune responses to vaccines-
vaccine technology-
vaccine vectors, adjuvants and immunomodulators-
prophylactic vaccines, therapeutic vaccines, aids vaccines, gene vaccines, vaccines in bioterrorism-
regulatory affairs, commercial utilization, policy, safety, epidemiology."
109,13250,"""Expert Opinion on Biological Therapy""",1.001,Q1,https://www.scimagojr.com/journalsearch.php?q=13250&tip=sid&clean=0,"expert opinion on biological therapy (1471-2598; 1744-7682) is a medline-indexed, international journal publishing peer-reviewed research across all aspects of biological therapy.

each article is structured to incorporate the author’s own expert opinion on the impact of the topic on research and clinical practice and the scope for future development.

the audience consists of scientists and managers in the healthcare and biopharmaceutical industries and others closely involved in the development and application of biological therapies for the treatment of human disease.

the journal welcomes:

reviews covering therapeutic antibodies and vaccines, peptides and proteins, gene therapies and gene transfer technologies, cell-based therapies and regenerative medicine
drug evaluations reviewing the clinical data on a particular biological agent
original research papers reporting the results of clinical investigations on biological agents and biotherapeutic-based studies with a strong link to clinical practice 
comprehensive coverage in each review is complemented by the unique expert collection format and includes the following sections:

expert opinion – a personal view of the data presented in the article, a discussion on the developments that are likely to be important in the future, and the avenues of research likely to become exciting as further studies yield more detailed results;

article highlights – an executive summary of the author’s most critical points."
110,22454,"""International Journal of Pharmaceutics""",1.0,Q1,https://www.scimagojr.com/journalsearch.php?q=22454&tip=sid&clean=0,"the international journal of pharmaceutics has an open access mirror journal international journal of pharmaceutics: x, sharing the same aims and scope, editorial team, submission system and rigorous peer review.

the international journal of pharmaceutics is the second most cited journal in the pharmaceutical sciences field out of 168 journals, being the true home for pharmaceutical scientists concerned with the physical, chemical and biological properties of devices and delivery systems for drugs, vaccines and biologicals, including their design, manufacture and evaluation. this includes evaluation of the properties of drugs, excipients such as surfactants and polymers and novel materials. the journal has special sections on pharmaceutical nanotechnology and personalized medicines, and publishes research papers, reviews, commentaries and letters to the editor as well as special issues."
111,7000153203,"""Journal of Studies on Alcohol and Drugs""",0.995,Q1,https://www.scimagojr.com/journalsearch.php?q=7000153203&tip=sid&clean=0,"the journal of studies on alcohol and drugs began in 1940 as the quarterly journal of studies on alcohol. it was founded by howard w. haggard, m.d., director of yale university’s laboratory of applied physiology. dr. haggard was a physiologist studying the effects of alcohol on the body, and he started the journal as a way to publish the increasing amount of research on alcohol use, abuse, and treatment that emerged from yale and other institutions in the years following the repeal of prohibition in 1933. in addition to original research, the journal also published abstracts summarizing other published documents dealing with alcohol. at yale, dr. haggard built a large team of alcohol researchers within the laboratory of applied physiology—including e.m. jellinek, who became managing editor of the journal in 1941. in 1943, to bring together the various alcohol research projects conducted by the laboratory, dr. haggard formed the section of studies on alcohol, which also became home to the journal and its editorial staff. in 1950, the section was renamed the center of alcohol studies."
112,12584,"""Drug Metabolism Reviews""",0.984,Q1,https://www.scimagojr.com/journalsearch.php?q=12584&tip=sid&clean=0,"drug metabolism reviews consistently provides critically needed reviews of an impressive array of drug metabolism research-covering established, new, and potential drugs; environmentally toxic chemicals; absorption; metabolism and excretion; and enzymology of all living species. additionally, the journal offers new hypotheses of interest to diverse groups of medical professionals including pharmacologists, toxicologists, chemists, microbiologists, pharmacokineticists, immunologists, mass spectroscopists, as well as enzymologists working in xenobiotic biotransformation."
113,17067,"""Phytomedicine""",0.981,Q1,https://www.scimagojr.com/journalsearch.php?q=17067&tip=sid&clean=0,"phytomedicine is primarily a therapy-oriented journal. phytomedicine publishes innovative studies on efficacy, safety, quality and mechanisms of action of specified plant extracts, phytopharmaceuticals and their isolated constituents. this includes clinical, pharmacological, pharmacokinetic, and toxicological studies of specified herbal medicinal products, herbal preparations and purified compounds which have a defined and consistent quality assuring reproducible pharmacological activity.

phytomedicine was founded in 1994 to focus and stimulate research in this particular field and to set internationally accepted scientific standards for pharmacological studies, proof of clinical efficacy and safety of phytomedicines.

the main aims of phytomedicine are associated with the integration of phytopreparations into conventional/official medicine.

the journal covers the following sections:
clinical pharmacology and toxicology (randomized, placebo controlled, double blind, and observational open label studies)
behavioural, mental, affective, and stress-associated disorders
age-associated disorders
neuropharmacology
endocrine pharmacology
metabolic syndrome and obesity
cancer
immunopharmacology, inflammation
infectious diseases
pulmonary, gastrointestinal, cardiovascular and urogenital diseases
systems biology
safety assessment, pre-clinical toxicology, interaction with drugs and adverse events of herbal preparations
pharmacokinetic of natural compounds
standardization of herbal preparations
legislation of botanicals
invited reviews."
114,21350,"""Expert Opinion on Emerging Drugs""",0.972,Q1,https://www.scimagojr.com/journalsearch.php?q=21350&tip=sid&clean=0,"expert opinion on emerging drugs (issn 1472-8214 [print], 1744-7623 [electronic]) is a medline-indexed, peer-reviewed, international journal publishing structured reviews on phase ii and phase iii drugs/drug classes emerging onto the market across all therapy areas, providing expert opinion on their potential impact on the current management of specific diseases."
115,18800156730,"""Biomolecules and Therapeutics""",0.965,Q1,https://www.scimagojr.com/journalsearch.php?q=18800156730&tip=sid&clean=0,"biomolecules & therapeutics (biomolecules & therapeutics) (print issn 1976-9148, online issn 2005-4483) is an international, peer-reviewed, open access journal that covers pharmacological and toxicological fields related to bioactive molecules and therapeutics. it was launched in 1993 as ""the journal of applied pharmacology (issn 1225-6110)"", and renamed ""biomolecules & therapeutics"" (biomol ther: abbreviated form) in 2008 (volume 16, no. 1). it is published bimonthly in january, march, may, july, september and november. all manuscripts should be creative, informative, and contribute to the development of new drugs. articles in the following categories are published: review articles and research articles."
116,22477,"""Investigational New Drugs""",0.965,Q1,https://www.scimagojr.com/journalsearch.php?q=22477&tip=sid&clean=0,"the development of new anticancer agents is one of the most rapidly changing aspects of cancer research. investigational new drugs provides a forum for the rapid dissemination of information on new anticancer agents. the papers published are of interest to the medical chemist, toxicologist, pharmacist, pharmacologist, biostatistician and clinical oncologist. investigational new drugs provides the fastest possible publication of new discoveries and results for the whole community of scientists developing anticancer agents."
117,21100804457,"""Current Opinion in Toxicology""",0.954,Q1,https://www.scimagojr.com/journalsearch.php?q=21100804457&tip=sid&clean=0,"the aims and scope of current opinion in toxicology is to systematically provide the reader with timely and provocative views and opinions of the highest qualified and recognized experts on current advances in selected topics within the field of toxicology. the goal is that current opinion in toxicology will be an invaluable source of information and perspective for researchers, teachers, managers and administrators, policy makers and students.

division of the subject into sections:

for this purpose, the scope of toxicology is divided into six selected high impact themed sections, each of which is reviewed once a year:

mechanistic toxicology,
metabolic toxicology,
risk assessment in toxicology,
genomic toxicology,
systems toxicology,
translational toxicology."
118,23086,"""Journal of Pharmacology and Experimental Therapeutics""",0.951,Q1,https://www.scimagojr.com/journalsearch.php?q=23086&tip=sid&clean=0,"a leading research journal in the field of pharmacology published since 1909, jpet provides broad coverage of all aspects of the interactions of chemicals with biological systems, including autonomic, behavioral, cardiovascular, cellular, clinical, developmental, gastrointestinal, immuno-, neuro-, pulmonary, and renal pharmacology, as well as analgesics, drug abuse, metabolism and disposition, chemotherapy, and toxicology."
119,19700175015,"""Infection and Drug Resistance""",0.944,Q1,https://www.scimagojr.com/journalsearch.php?q=19700175015&tip=sid&clean=0,"about journal
    editors
    peer reviewers
    articles

    article publishing charges
    aims and scope
    call for papers

issn: 1178-6973

editor-in-chief: professor suresh antony

an international, peer-reviewed, open access journal that focuses on the optimal treatment of infection (bacterial, fungal and viral) and the development and institution of preventative strategies to minimize the development and spread of resistance."
120,21100258853,"""F1000Research""",0.939,Q1,https://www.scimagojr.com/journalsearch.php?q=21100258853&tip=sid&clean=0,"f1000research publishes articles and other research outputs reporting basic scientific, scholarly, translational and clinical research across the physical and life sciences, engineering, medicine, social sciences and humanities. f1000research is a scholarly publication platform set up for the scientific, scholarly and medical research community; each article has at least one author who is a qualified researcher, scholar or clinician actively working in their speciality and who has made a key contribution to the article.

articles must be original (not duplications). all research is suitable irrespective of the perceived level of interest or novelty; we welcome confirmatory and negative results, as well as null studies. f1000research publishes different type of research, including clinical trials, systematic reviews, software tools, method articles, and many others. reviews and opinion articles providing a balanced and comprehensive overview of the latest discoveries in a particular field, or presenting a personal perspective on recent developments, are also welcome. see the full list of article types we accept for more information."
121,130126,"""Molecular Pharmaceutics""",0.936,Q1,https://www.scimagojr.com/journalsearch.php?q=130126&tip=sid&clean=0,"molecular pharmaceutics publishes the results of original research that contributes significantly to the molecular mechanistic understanding of drug delivery and drug delivery systems. the journal encourages contributions describing research at the interface of drug discovery and drug development.

scientific areas within the scope of the journal include physical and pharmaceutical chemistry, biochemistry and biophysics, molecular and cellular biology, and polymer and materials science as they relate to drug and drug delivery system efficacy. mechanistic drug delivery and drug targeting research on modulating activity and efficacy of a drug or drug product is within the scope of molecular pharmaceutics. theoretical and experimental peer-reviewed research articles, communications, reviews, and perspectives are welcomed."
122,21100788744,"""OpenNano""",0.932,Q1,https://www.scimagojr.com/journalsearch.php?q=21100788744&tip=sid&clean=0,"opennano is an internationally peer-reviewed and open access journal publishing high-quality review articles and original research papers on the burgeoning area of nanopharmaceutics and nanosized delivery systems for drugs, genes, and imaging agents. the journal publishes basic, translational and clinical research as well as methodological papers and aims to bring together chemists, biochemists, cell biologists, material scientists, pharmaceutical scientists, pharmacologists, clinicians and all others working in this exciting and challenging area."
123,19958,"""Archives of Pharmacal Research""",0.93,Q1,https://www.scimagojr.com/journalsearch.php?q=19958&tip=sid&clean=0,"archives of pharmacal research is the official journal of the pharmaceutical society of korea and has been published since 1976. archives of pharmacal research is an interdisciplinary journal devoted to the publication of original scientific research papers and reviews in the fields of drug discovery, drug development, and drug actions with a view to providing fundamental and novel information on drugs and drug candidates.

manuscripts will be considered for publication on the condition that the results reported are based on original research that has not been published elsewhere in any journal.

upon acceptance for publication of an article in archives of pharmacal research, the author tacitly agrees to make available any materials used in the published experiments, or novel or natural products disclosed in the article that are not commercially available, so that other researchers may confirm the observations.

for the studies using natural extract, the journal will determine the acceptability of such papers on an individual basis. natural product contribution must meet the following specific criteria: a) any natural extract must be defined, and appropriate information provided regarding the origin; b) the author must be able to state that the material under study is endotoxin free."
124,21333,"""European Journal of Pharmacology""",0.93,Q1,https://www.scimagojr.com/journalsearch.php?q=21333&tip=sid&clean=0,"the european journal of pharmacology publishes research papers covering all aspects of experimental pharmacology with focus on the mechanism of action of structurally identified compounds affecting biological systems.

the scope includes:

behavioural pharmacology
neuropharmacology and analgesia
cardiovascular pharmacology
pulmonary, gastrointestinal and urogenital pharmacology
endocrine pharmacology
immunopharmacology and inflammation
molecular and cellular pharmacology
regenerative pharmacology
biologicals and biotherapeutics
translational pharmacology
nutriceutical pharmacology."
125,21226,"""Drug Metabolism and Disposition""",0.929,Q1,https://www.scimagojr.com/journalsearch.php?q=21226&tip=sid&clean=0,"an important reference for all pharmacology and toxicology departments, drug metabolism and disposition (dmd) is also a valuable resource for medicinal chemists involved in drug design and biochemists with an interest in drug metabolism, expression of drug metabolizing enzymes, and regulation of drug metabolizing enzyme gene expression. articles provide experimental results from in vitro and in vivo systems that bring you significant and original information on metabolism and disposition of endogenous and exogenous compounds, including pharmacologic agents and environmental chemicals."
126,10300153301,"""Expert Review of Clinical Pharmacology""",0.927,Q1,https://www.scimagojr.com/journalsearch.php?q=10300153301&tip=sid&clean=0,"advances in drug development technologies are yielding innovative new therapies, from potentially lifesaving medicines to lifestyle products. in recent years, however, the cost of developing new drugs has soared, and concerns over drug resistance and pharmacoeconomics have come to the fore. adverse reactions experienced at the clinical trial level serve as a constant reminder of the importance of rigorous safety and toxicity testing. furthermore the advent of pharmacogenomics and ‘individualized’ approaches to therapy will demand a fresh approach to drug evaluation and healthcare delivery.

clinical pharmacology provides an essential role in integrating the expertise of all of the specialists and players who are active in meeting such challenges in modern biomedical practice."
127,21100197941,"""International Journal for Parasitology: Drugs and Drug Resistance""",0.923,Q2,https://www.scimagojr.com/journalsearch.php?q=21100197941&tip=sid&clean=0,"the international journal for parasitology – drugs and drug resistance is one of a series of specialist, open access journals launched by the international journal for parasitology. it publishes the results of original research in the area of anti-parasite drug identification, development and evaluation, and parasite drug resistance. the journal also covers research into natural products as anti-parasitic agents, and bioactive parasite products. studies can be aimed at unicellular or multicellular parasites of human or veterinary importance."
128,19700188360,"""Pharmaceutics""",0.922,Q1,https://www.scimagojr.com/journalsearch.php?q=19700188360&tip=sid&clean=0,"pharmaceutics (issn 1999-4923) is an open access journal which provides an advanced forum for the science and technology of pharmaceutics and biopharmaceutics. it publishes reviews, regular research papers, communications, opinions, commentaries, and short notes. covered topics include pharmaceutical formulation, process development, drug delivery, pharmacokinetics, biopharmaceutics, pharmacogenetics, and interdisciplinary research involving, but not limited to, engineering, biomedical sciences, and cell biology. our aim is to encourage scientists to publish their experimental results and theoretical assumptions in as much detail as possible. there is no restriction on the length of the papers. the full experimental details must be provided so that the results can be reproduced. in addition, this journal presents the following unique features:

manuscripts regarding research proposals and research ideas will be particularly welcomed
computed data or files regarding the full details of the experimental procedures can be deposited as supplementary material if it is not possible to published them in the material and methods section, as usual
we also accept manuscripts addressed to a broader audience, regarding research projects financed by public funds."
129,19700173005,"""Cancer Nanotechnology""",0.921,Q1,https://www.scimagojr.com/journalsearch.php?q=19700173005&tip=sid&clean=0,"cancer is a group of diseases driven by inherently nanostructural problems (e.g. dna issues). as such, there are obvious benefits to treatments employing nanoscale structures and processes. additionally, as nanotechnologies are developing at a rapid rate, it is likely that many new themes will develop within the area in the next few years. with this in mind, cancer nanotechnology aims to provide a forum so that the most promising emerging themes should be pre-eminent in the minds of researchers working in one—or, indeed, both—of the disciplines of cancer research or nanotechnology."
130,4700152856,"""Expert Opinion on Drug Metabolism and Toxicology""",0.92,Q1,https://www.scimagojr.com/journalsearch.php?q=4700152856&tip=sid&clean=0,"expert opinion on drug metabolism & toxicology (issn 1742-5255 [print], 1744-7607 [electronic]) is a medline-indexed, peer-reviewed, international journal publishing review articles on all aspects of adme-tox. each article is structured to incorporate the author’s own expert opinion on the scope for future development.
the editors welcome:

reviews covering metabolic, pharmacokinetic and toxicological issues relating to specific drugs, drug-drug interactions, drug classes or their use in specific populations; issues relating to enzymes involved in the metabolism, disposition and excretion of drugs; techniques involved in the study of drug metabolism and toxicology; novel technologies for obtaining adme-tox data.
drug evaluations reviewing the clinical, toxicological and pharmacokinetic data on a particular drug.
the audience consists of scientists and managers in the pharmaceutical industry, pharmacologists, clinical toxicologists and related professionals."
131,21100892509,"""Cannabis and Cannabinoid Research""",0.917,Q2,https://www.scimagojr.com/journalsearch.php?q=21100892509&tip=sid&clean=0,"cannabis and cannabinoid research is the premier journal dedicated to the scientific, medical, and psychosocial exploration of clinical cannabis, cannabinoids, and the biochemical mechanisms of endocannabinoids. the journal publishes a broad range of human and animal studies including basic and translational research; clinical studies; behavioral, social, and epidemiological issues; and ethical, legal, and regulatory controversies. cannabis and cannabinoid research is the leading source for authoritative cannabis and cannabinoid research, discussion, and debate.

cannabis and cannabinoid research coverage includes:

biochemical process of the endocannabinoid system
cannabinoid receptors and signaling
pharmaceuticals based on cannabis and cannabinoids
optimal dosing and drug delivery
short- and long-term effects on the brain and behavior
toxicological studies
analgesic effects, including neuropathic pain and chronic nerve injury
neurological disorders, including epilepsy, multiple sclerosis, and glaucoma
use of cannabis as antinauseants and antispasmodics
immune function and chronic inflammation, including hiv
cancer and cancer-related treatment
screening and assessment for marijuana misuse and addiction
social, behavioral, and public health impact
ethics, regulation, legalization, and public policy."
132,21101022494,"""Journal of Cardiovascular Development and Disease""",0.897,Q1,https://www.scimagojr.com/journalsearch.php?q=21101022494&tip=sid&clean=0,
133,28792,"""Cancer Biology and Therapy""",0.888,Q2,https://www.scimagojr.com/journalsearch.php?q=28792&tip=sid&clean=0,"cancer biology & therapy aims to publish original research on the molecular basis of cancer, including articles with translational relevance to diagnosis or therapy. we will include timely reviews covering the broad scope of the journal. the journal will also publish op-ed pieces and meeting reports of interest. the goal is to foster communication and rapid exchange of information through timely publication of important results using traditional as well as electronic formats. the journal and the outstanding editorial board will strive to maintain the highest standards for excellence in all activities to generate a valuable resource."
134,21100241807,"""Artificial Cells, Nanomedicine and Biotechnology""",0.884,Q1,https://www.scimagojr.com/journalsearch.php?q=21100241807&tip=sid&clean=0,"in 2013, we changed the name of this journal to artificial cells, nanomedicine and biotechnology .
artificial cells, nanomedicine and biotechnology covers the frontiers of interdisciplinary research and application, combining artificial cells, nanotechnology, nanobiotechnology, biotechnology, molecular biology, bioencapsulation, novel carriers, stem cells and tissue engineering. emphasis is on basic research, applied research, and clinical and industrial applications of the following topics:

-artificial cells
-blood substitutes and oxygen therapeutics
-nanotechnology, nanobiotechnology, nanomedicine
-tissue engineering
-stem cells
-bioencapsulation
-microencapsulation and nanoencapsulation
-microparticles and nanoparticles
-liposomes
-cell therapy and gene therapy
-enzyme therapy
-drug delivery systems
-biodegradable and biocompatible polymers for scaffolds and carriers
-biosensors
-immobilized enzymes and their uses
-other biotechnological and nanobiotechnological approaches
rapid progress in modern research cannot be carried out in isolation and is based on the combined use of the different novel approaches. the interdisciplinary research involving novel approaches, as discussed above, has revolutionized this field resulting in rapid developments. this journal serves to bring these different, modern and futuristic approaches together for the academic, clinical and industrial communities to allow for even greater developments of this highly interdisciplinary area."
135,19700188352,"""Toxins""",0.884,Q1,https://www.scimagojr.com/journalsearch.php?q=19700188352&tip=sid&clean=0,"toxins (issn 2072-6651) is an international, peer-reviewed open access journal which provides an advanced forum for studies related to toxins and toxinology. it publishes reviews, regular research papers and short communications. our aim is to encourage scientists to publish their experimental and theoretical results in as much detail as possible. there is no restriction on the length of the papers. the full experimental details must be provided so that the results can be reproduced. there are, in addition, unique features of this journal:

-manuscripts regarding research proposals and research ideas will be particularly welcomed
-electronic files or software regarding the full details of the calculation and experimental procedure, if unable to be published in a normal way, can be deposited as supplementary material
-we also accept manuscripts communicating to a broader audience with regard to research projects financed with public funds

this journal covers toxinology and all kinds of toxins (biotoxins) from animals, microbes and plants. some types of toxins covered are:

-aflatoxins-
exotoxins-
endotoxins-
neurotoxins-
necrotoxins-
hemotoxins-
mycotoxins-
phototoxins-
any other toxin from animal, plant or microbial origin."
136,11400153335,"""Recent Patents on Inflammation and Allergy Drug Discovery""",0.879,Q1,https://www.scimagojr.com/journalsearch.php?q=11400153335&tip=sid&clean=0,"recent patents on inflammation & allergy drug discovery publishes full-length/mini reviews and research articles that reflect or deal with studies in relation to a patent, application of reported patents in a study, discussion of comparison of results regarding application of a given patent, etc., and also guest edited thematic issues on recent patents in the field of inflammation and allergy drug discovery e.g. on novel bioactive compounds, analogs and targets. a selection of important and recent patents in the field is also included in the journal. the journal is essential reading for all researchers involved in inflammation and allergy drug design and discovery. the journal also covers recent research (where patents have been registered) in fast emerging therapeutic areas/targets & therapeutic agents related to inflammation and allergy drug discovery."
