Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
138,19900191735,"""Topics in Cognitive Science""",1.252,Q2,https://www.scimagojr.com/journalsearch.php?q=19900191735&tip=sid&clean=0,"topics in cognitive science (topics) is an innovative new journal that covers all areas of cognitive science including cognitive modeling, cognitive neuroscience, cognitive anthropology, and cognitive science and philosophy. topics aims to provide a forum for:

-new communities of researchers-
new controversies in established areas-
debates and commentaries-
reflections and integration

the publication features multiple scholarly papers dedicated to a single topic. some of these topics will appear together in one issue, but others may appear across several issues or develop into a regular feature. controversies or debates started in one issue may be followed up by commentaries in a later issue, etc. however, the format and origin of the topics will vary greatly."
139,21100389521,"""Eye and Brain""",1.251,Q1,https://www.scimagojr.com/journalsearch.php?q=21100389521&tip=sid&clean=0,"eye and brain is an international, peer-reviewed, open access journal focusing on basic research, clinical findings, and expert reviews in the field of visual science and neuro-ophthalmology. the journal’s unique focus is the link between two well-known visual centres, the eye and the brain, with an emphasis on the importance of such connections. all aspects of clinical and especially basic research on the visual system are addressed within the journal as well as significant future directions in vision research and therapeutic measures.
this unique journal focuses on neurological aspects of vision – both physiological and pathological.  the scope of the journal spans from the cornea to the associational visual cortex and all the visual centers in between. topics range from basic biological mechanisms to therapeutic treatment, from simple organisms to humans, and utilizing techniques from molecular biology to behavior. the journal especially welcomes primary research articles or review papers that make the connection between the eye and the brain.

specific areas covered in the journal include:

physiology and pathophysiology of visual centers,
eye movement disorders and strabismus,
cellular, biochemical, and molecular features of the visual system,
structural and functional organization of the eye and of the visual cortex,
metabolic demands of the visual system,
diseases and disorders with neuro-ophthalmic manifestations,
clinical and experimental neuro-ophthalmology and visual system pathologies,
epidemiological studies."
140,18992,"""Neurogenetics""",1.25,Q2,https://www.scimagojr.com/journalsearch.php?q=18992&tip=sid&clean=0,"neurogenetics publishes findings that contribute to a better understanding of the genetic basis of normal and abnormal function of the nervous system. neurogenetic disorders are the main focus of the journal. neurogenetics therefore includes findings in humans and other organisms that help understand neurological disease mechanisms and publishes papers from many different fields such as biophysics, cell biology, human genetics, neuroanatomy, neurochemistry, neurology, neuropathology, neurosurgery and psychiatry.
all papers submitted to neurogenetics should be of sufficient immediate importance to justify urgent publication. they should present new scientific results. data merely confirming previously published findings are not acceptable."
141,19700174928,"""ASN Neuro""",1.249,Q2,https://www.scimagojr.com/journalsearch.php?q=19700174928&tip=sid&clean=0,"asn neuro is an open access, peer-reviewed journal uniquely positioned to provide investigators with the most recent advances across the breadth of the cellular and molecular neurosciences. the official journal of the american society for neurochemistry, asn neuro is dedicated to the promotion, support, and facilitation of communication among cellular and molecular neuroscientists of all specializations.

the open access platform and comprehensive scope of the journal allow for rapid dissemination of current research across disciplines to contribute to a complete approach to issues pertaining to the nervous system. high-quality research articles and reviews in such areas as neurochemistry and biology, neurogenetics, glial cells and function, neurodevelopment, neurodegeneration and repair, neuroimmunity, signaling, and other neuro- or glial-related topics are encouraged for submission."
142,15987,"""Journal of Pain""",1.245,Q1,https://www.scimagojr.com/journalsearch.php?q=15987&tip=sid&clean=0,"the journal of pain publishes original articles related to all aspects of pain, including clinical and basic research, patient care, education, and health policy. articles selected for publication in the journal are most commonly reports of original clinical research or reports of original basic research. in addition, invited critical reviews, including meta analyses of drugs for pain management, invited commentaries on reviews, and exceptional case studies are published in the journal. the mission of the journal is to improve the care of patients in pain by providing a forum for clinical researchers, basic scientists, clinicians, and other health professionals to publish original research."
143,14635,"""Ophthalmologica""",1.245,Q1,https://www.scimagojr.com/journalsearch.php?q=14635&tip=sid&clean=0,"published since 1899, ophthalmologica has become a frequently cited guide to international work in clinical and experimental ophthalmology. it contains a selection of patient-oriented contributions covering the etiology of eye diseases, diagnostic techniques, and advances in medical and surgical treatment, with special emphasis on retinal diseases. in addition to original papers, ophthalmologica features regularly timely reviews in an effort to keep the reader well informed and updated. the large international circulation of this journal reflects its importance."
144,21100854907,"""Borderline Personality Disorder and Emotion Dysregulation""",1.243,Q2,https://www.scimagojr.com/journalsearch.php?q=21100854907&tip=sid&clean=0,"borderline personality disorder and emotion dysregulation provides a platform for researchers and clinicians interested in borderline personality disorder (bpd) as a currently highly challenging psychiatric disorder. emotion dysregulation is at the core of bpd but also stands on its own as a major pathological component of the underlying neurobiology of various other psychiatric disorders. the journal focuses on the psychological, social and neurobiological aspects of emotion dysregulation as well as epidemiology, phenomenology, pathophysiology, treatment, neurobiology, genetics, and animal models of bpd. contributions investigating the broad field of emotion regulation and dysregulation as well as related pathological mechanisms such as dysfunctional self-concepts and dysfunctional social interaction are welcomed, as are studies of novel treatments for bpd. in addition, the journal considers research into the frequent, co-occurring psychiatric disorders like post-traumatic stress disorder, adhd, depression, eating disorders, conduct disorders, drug abuse, and social phobia."
145,12866,"""Cognitive, Affective and Behavioral Neuroscience""",1.235,Q1,https://www.scimagojr.com/journalsearch.php?q=12866&tip=sid&clean=0,"cognitive, affective, & behavioral neuroscience publishes theoretical, review, and primary research articles concerned with behavior and brain processes in humans, both normal participants and patients with brain injuries or processes that influence brain function, such as neurological disorders (including both healthy and disordered aging) and psychiatric disorders (e.g., schizophrenia and depression). in addition, articles that use animal models to address cognitive or affective processes involving behavioral, invasive, or imaging methods are also highly welcome. one of the main goals of cabn is to be the premier outlet for strongly psychologically motivated studies of brain–behavior relationships. thus, the editors highly encourage papers with clear integration between psychological theory and the conduct and interpretation of the neuroscientific data. articles will be appropriate to the journal if they cover: (1) topics relating to cognition, such as perception, attention, memory, language, problem solving, reasoning, and decision-making; (2) topics concerning emotional processes, motivation, reward prediction, and affective states; and (3) topics relating to individual differences in relevant domains, including personality. in all cases, the editors will give highest priority to papers that report a combination of behavioral and neuroscientific methods to address these research topics."
146,17379,"""Molecular and Cellular Neurosciences""",1.229,Q2,https://www.scimagojr.com/journalsearch.php?q=17379&tip=sid&clean=0,"molecular and cellular neuroscience publishes original research of high significance covering all aspects of neurosciences indicated by the broadest interpretation of the journal's title. in particular, the journal focuses on synaptic maintenance, de- and re-organization, neuron-glia communication, and de-/regenerative neurobiology. in addition, studies using animal models of disease with translational prospects and experimental approaches with backward validation of disease signatures from human patients are welcome.

furthermore, since rapid peer-review and publication of such research is of paramount importance, extended cycles of article revision and re-review will not be entered into; it is anticipated that authors will fully address all referees' comments during the course of a single revision of their original manuscript."
147,16246,"""Journal of Alzheimer's Disease""",1.225,Q2,https://www.scimagojr.com/journalsearch.php?q=16246&tip=sid&clean=0,"the journal of alzheimer's disease (jad) is an international multidisciplinary journal to facilitate progress in understanding the etiology, pathogenesis, epidemiology, genetics, behavior, treatment and psychology of alzheimer's disease. the journal publishes research reports, reviews, short communications, hypotheses, ethics reviews, book reviews, and letters-to-the-editor. the journal is dedicated to providing an open forum for original research that will expedite our fundamental understanding of alzheimer's disease."
148,19700175115,"""Frontiers in Systems Neuroscience""",1.223,Q2,https://www.scimagojr.com/journalsearch.php?q=19700175115&tip=sid&clean=0,"frontiers in systems neuroscience publishes rigorously peer-reviewed research that advances our understanding of whole systems of the brain, including those involved in sensation, movement, learning and memory, attention, reward, decision-making, reasoning, executive functions, and emotions."
149,15546,"""European Archives of Psychiatry and Clinical Neuroscience""",1.222,Q2,https://www.scimagojr.com/journalsearch.php?q=15546&tip=sid&clean=0,"the original papers published in the european archives of psychiatry and clinical neuroscience deal with all aspects of psychiatry and related clinical neuroscience.
clinical psychiatry, psychopathology, epidemiology as well as brain imaging, neuropathological, neurophysiological, neurochemical and moleculargenetic studies of psychiatric disorders are among the topics covered.
thus both the clinician and the neuroscientist are provided with a handy source of information on important scientific developments."
150,24782,"""Neural Computation""",1.213,Q2,https://www.scimagojr.com/journalsearch.php?q=24782&tip=sid&clean=0,"neural computation is uniquely positioned at the crossroads between neuroscience and tmcs and welcomes the submission of original papers from all areas of tmcs, including: advanced experimental design; analysis of chemical sensor data; connectomic reconstructions; analysis of multielectrode and optical recordings; genetic data for cell identity; analysis of behavioral data; multiscale models; analysis of molecular mechanisms; neuroinformatics; analysis of brain imaging data; neuromorphic engineering; principles of neural coding, computation, circuit dynamics, and plasticity; theories of brain function."
151,21100386467,"""Sleep Health""",1.213,Q1,https://www.scimagojr.com/journalsearch.php?q=21100386467&tip=sid&clean=0,"sleep health journal of the national sleep foundation is a multidisciplinary journal that explores sleep's role in population health and elucidates the social science perspective on sleep and health. aligned with the national sleep foundation's global authoritative, evidence-based voice for sleep health, the journal serves as the foremost publication for manuscripts that advance the sleep health of all members of society.the scope of the journal extends across diverse sleep-related fields, including anthropology, education, health services research, human development, international health, law, mental health, nursing, nutrition, psychology, public health, public policy, fatigue management, transportation, social work, and sociology. the journal welcomes original research articles, review articles, brief reports, special articles, letters to the editor, editorials, and commentaries."
152,21100464901,"""Neurophotonics""",1.209,Q2,https://www.scimagojr.com/journalsearch.php?q=21100464901&tip=sid&clean=0,"novel optical technologies for imaging and manipulation of brain structure and function span from visualization of intracellular organelles and protein assemblies to noninvasive macroscopic investigation of cortical activity in human subjects. the methods and applications are growing rapidly and are driving profound advances in understanding brain phenomena such as electrical excitability, neuroglial partnership, neurovascular signaling, metabolic activity, and hemodynamics in health and disease. at the interface of optics and neuroscience, neurophotonics covers advances in optical technology applicable to study of the brain and their impact on the basic and clinical neuroscience applications. neurophotonics publishes peer-reviewed papers on a broad range of topics highlighting the impact of novel optical methods in the neurosciences including:


microscopic methods,
super-resolution nanoscopic methods,
optogenetics and other optical methods of manipulating cellular behavior,
synthetic and genetically encoded optical reporters and actuators,
optical clearing methods,
methods to investigate neuroglial and vascular physiology,
methods to investigate cellular energetics,
noninvasive methods of measuring and imaging brain function and physiology,
photoacoustic methods spanning from optical to acoustic resolution,
clinical and translation applications,
computational methods relevant to understanding and interpreting optical measurements."
153,12874,"""Cognitive Science""",1.202,Q2,https://www.scimagojr.com/journalsearch.php?q=12874&tip=sid&clean=0,"the following kinds of articles are appropriate for the journal: (a) theories or theoretical analyses of knowledge representation, cognitive processes, and brain theory; (b) experimental or ethnographic studies relevant to theoretical issues in cognitive science; (c) descriptions of intelligent programs that exhibit or model some human ability; (d) design proposals for cognitive models; (e) protocol or discourse analysis of human cognitive processing; (f) discussions of new problem areas or methodological issues in cognitive science; and (g) short theoretical notes or rebuttals. the journal will publish four categories of articles."
154,21100900324,"""Epilepsia Open""",1.194,Q1,https://www.scimagojr.com/journalsearch.php?q=21100900324&tip=sid&clean=0,"epilepsia open is the new open access journal of the international league against epilepsy (ilae). the primary aim of epilepsia open is to rapidly publish robust high quality results that provide insights in all aspects of epilepsy research. specifically, epilepsia open will publish peer reviewed, high quality open access articles covering the entire breadth of basic, translational and clinical research in epilepsy. the spectrum of articles may include all disciplines of life and health sciences, such as public/global health science and societal impact studies. epilepsia open also welcomes submissions of high quality research with confirmatory results, failure-to-confirm studies, and negative results or interesting study protocols for testing new treatments. epilepsia open will publish communications from the ilae and its chapters. a priority is also given to commentaries of issues and concepts that enhance the access and application of basic research findings for clinical scientists and health professionals, and promote a better understanding of clinical challenges for biomedical researchers. epilepsia open is creating a unique forum for the reputable and speedy open access publication of epilepsy research. we are committed to facilitating and invigorating a robust and successful pipeline for improved human health science in epilepsy."
155,33648,"""Neurorehabilitation and Neural Repair""",1.188,Q1,https://www.scimagojr.com/journalsearch.php?q=33648&tip=sid&clean=0,"the journal will consider for publication original articles and reviews on both basic science and clinical research relevant to recovery from neural injury. examples of appropriate topics include cortical remodeling, mechanisms of sprouting and regeneration, the development of cell lines for transplantation and trophic factor replacement, strategies to promote functional recovery in human patients, design of outcome measures in neurologic rehabilitation, the multidisciplinary management of neurologic disease, and bioengineering and assistive devices used in the management of neurologic impairment."
156,23475,"""Journal of Neurophysiology""",1.186,Q2,https://www.scimagojr.com/journalsearch.php?q=23475&tip=sid&clean=0,"the journal of neurophysiology publishes original articles on the function of the nervous system. all levels of function are included, from the membrane and cell to systems and behavior. experimental approaches include molecular neurobiology, cell culture and slice preparations, membrane physiology, developmental neurobiology, functional neuroanatomy, neurochemistry, neuropharmacology, systems electrophysiology, imaging and mapping techniques, and behavioral analysis. experimental preparations may be invertebrate or vertebrate species, including humans. theoretical studies are acceptable if they are tied closely to the interpretation of experimental data and elucidate principles of broad interest."
157,15550,"""European Journal of Neuroscience""",1.183,Q2,https://www.scimagojr.com/journalsearch.php?q=15550&tip=sid&clean=0,"ejn is the journal of fens and supports the international neuroscientific community by publishing original high quality research articles and reviews in all fields of neuroscience. in addition, to engage with issues that are of interest to the science community, we also publish editorials, meetings reports and neuro-opinions on topics that are of current interest in the fields of neuroscience research and training in science. we have recently established a series of ‘profiles of women in neuroscience’. our goal is to provide a vehicle for publications that further the understanding of the structure and function of the nervous system in both health and disease and to provide a vehicle to engage the neuroscience community. as the official journal of fens, profits from the journal are re-invested in the neuroscientific community through the activities of fens."
158,19700174918,"""Clinical and Translational Science""",1.162,Q2,https://www.scimagojr.com/journalsearch.php?q=19700174918&tip=sid&clean=0,"clinical and translational science (cts), an official journal of the american society for clinical pharmacology and therapeutics, highlights original translational medicine research that helps bridge laboratory discoveries with the diagnosis and treatment of human disease. translational medicine is a multi-faceted discipline with a focus on translational therapeutics. in a broad sense, translational medicine bridges across the discovery, development, regulation, and utilization spectrum. research may appear as full articles, brief reports, commentaries, phase forwards (clinical trials), reviews, or tutorials. cts also includes invited didactic content that covers the connections between clinical pharmacology and translational medicine. best-in-class methodologies and best practices are also welcomed as tutorials. these additional features provide context for research articles and facilitate understanding for a wide array of individuals interested in clinical and translational science. cts welcomes high quality, scientifically sound, original manuscripts focused on clinical pharmacology and translational science, including animal, in vitro, in silico, and clinical studies supporting the breadth of drug discovery, development, regulation and clinical use of both traditional drugs and innovative modalities."
159,25678,"""Journal of Research on Adolescence""",1.146,Q1,https://www.scimagojr.com/journalsearch.php?q=25678&tip=sid&clean=0,"jra seeks to publish innovative and rigorous research that advances understanding of adolescent development. the journal considers manuscripts from the wide range of topics relevant to adolescent development, using rigorous quantitative or qualitative methodologies, and considering samples during the second decade of life (though samples of university students aged about 18-20 years need a strong justification that the sample is not one of convenience). manuscripts should advance understanding of adolescent development, rather than merely study a phenomenon with an adolescent sample, and should therefore be grounded in developmental theory and prior developmental research. there are no exclusions of particular methodologies, though studies including a diverse and representative sample, with valid and multiple information sources, and/or with best practice quantitative or qualitative analysis strategies are preferred. manuscripts should clearly articulate the advances in understanding adolescent development and the applications for improving the lives of adolescents."
160,19700172804,"""ACS Chemical Neuroscience""",1.14,Q2,https://www.scimagojr.com/journalsearch.php?q=19700172804&tip=sid&clean=0,"acs chemical neuroscience publishes high-quality research articles and reviews that showcase chemical, quantitative biological, biophysical and bioengineering approaches to the understanding of the nervous system and to the development of new treatments for neurological disorders. research in the journal focuses on aspects of chemical neurobiology and bio-neurochemistry such as the following:

neurotransmitters and receptors
neuropharmaceuticals and therapeutics
neural development—plasticity, and degeneration
chemical, physical, and computational methods in neuroscience
neuronal diseases—basis, detection, and treatment
mechanism of aging, learning, memory and behavior
pain and sensory processing
neurotoxins
neuroscience-inspired bioengineering
development of methods in chemical neurobiology
neuroimaging agents and technologies
animal models for central nervous system diseases
behavioral research"
161,18009,"""Neuropsychologia""",1.14,Q1,https://www.scimagojr.com/journalsearch.php?q=18009&tip=sid&clean=0,"neuropsychologia is an international interdisciplinary journal devoted to experimental and theoretical contributions that advance understanding of human cognition and behavior from a neuroscience perspective. the journal will consider for publication studies that directly link brain function with cognitive processes, including perception, attention and consciousness, action and motor control, executive functions and cognitive control, memory, language, and emotion and social cognition. submission of papers using methodologies such as functional and structural neuroimaging, cognitive electrophysiology, and brain stimulation to significantly advance cognitive and psychological theory is strongly encouraged.

neuropsychologia has a long history of publishing lesion-deficit studies, and these remain highly appropriate for the journal. submission animal studies are also welcome, provided they have a direct and explicitly specified impact on understanding the brain basis of human cognition and behavior. studies that employ a purely behavioral approach in neurologically healthy participants are not appropriate for the journal unless the findings have a direct and significant bearing on the understanding of the neural mechanisms or systems supporting cognition and behavior. studies of clinical populations that are primarily descriptive or intended to elucidate a clinical disorder, or that evaluate a therapeutic intervention, are not appropriate for the journal. special issues and review papers are published regularly with the aim of providing authoritative surveys of topics of major interest."
162,145178,"""American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics""",1.132,Q2,https://www.scimagojr.com/journalsearch.php?q=145178&tip=sid&clean=0,"neuropsychiatric genetics, part b of the american journal of medical genetics (ajmg) , provides a forum for experimental and clinical investigations of the genetic, epigenetic, and protein signaling mechanisms underlying neurologic and psychiatric disorders. it is a resource for novel genetics studies of the heritable nature of psychiatric and other nervous system disorders, characterized at the molecular, cellular, or behavioral levels. neuropsychiatric genetics publishes eight times per year."
163,16766,"""Journal of Neuroscience Research""",1.114,Q2,https://www.scimagojr.com/journalsearch.php?q=16766&tip=sid&clean=0,"the journal of neuroscience research (jnr) publishes novel research results that will advance our understanding of the development, function and pathophysiology of the nervous system, using molecular, cellular, systems, and translational approaches. jnr covers both basic research and clinical aspects of neurology, neuropathology, psychiatry or psychology.

the journal focuses on uncovering the intricacies of brain structure and function. research published in jnr covers all species from invertebrates to humans, and the reports inform the readers about the function and organization of the nervous system, with emphasis on how disease modifies the function and organization."
164,19700175167,"""Frontiers in Neuroinformatics""",1.111,Q2,https://www.scimagojr.com/journalsearch.php?q=19700175167&tip=sid&clean=0,"frontiers in neuroinformatics publishes rigorously peer-reviewed research on the development and implementation of numerical/computational models and analytical tools used to share, integrate and analyze experimental data and advance theories of the nervous system functions. specialty chief editors jan g. bjaalie at the university of oslo and sean l. hill at the école polytechnique fédérale de lausanne are supported by an outstanding editorial board of international experts. this multidisciplinary open-access journal is at the forefront of disseminating and communicating scientific knowledge and impactful discoveries to researchers, academics and the public worldwide.

neuroscience is being propelled into the information age as the volume of information explodes, demanding organization and synthesis. novel synthesis approaches are opening up a new dimension for the exploration of the components of brain elements and systems and the vast number of variables that underlie their functions. neural data is highly heterogeneous with complex inter-relations across multiple levels, driving the need for innovative organizing and synthesizing approaches from genes to cognition, and covering a range of species and disease states.

frontiers in neuroinformatics therefore welcomes submissions on existing neuroscience databases, development of data and knowledge bases for all levels of neuroscience, applications and technologies that can facilitate data sharing (interoperability, formats, terminologies, and ontologies), and novel tools for data acquisition, analyses, visualization, and dissemination of nervous system data. our journal welcomes submissions on new tools (software and hardware) that support brain modeling, and the merging of neuroscience databases with brain models used for simulation and visualization."
165,22138,"""Genes, Brain and Behavior""",1.105,Q1,https://www.scimagojr.com/journalsearch.php?q=22138&tip=sid&clean=0,"genes, brain and behavior was launched in 2002 with the aim of publishing top quality research in behavioral and neural genetics in their broadest sense. the emphasis is on the analysis of the behavioral and neural phenotypes under consideration, the unifying theme being the genetic approach as a tool to increase our understanding of these phenotypes.

genes brain and behavior is pleased to offer the following features: 

8 issues per year
online submissions with first editorial decisions within 3-4 weeks and fast publication at wiley-blackwells
high visibility through its coverage by pubmed/medline, current contents and other major abstracting and indexing services
inclusion in the wiley-blackwell consortial license, extending readership to thousands of international libraries and institutions
a large and varied editorial board comprising of international specialists."
166,12886,"""Cognitive Systems Research""",1.095,Q2,https://www.scimagojr.com/journalsearch.php?q=12886&tip=sid&clean=0,"cognitive systems research is dedicated to the study of human-level cognition. as such, it welcomes papers which advance the understanding, design and applications of cognitive and intelligent systems, both natural and artificial.

the journal brings together a broad community studying cognition in its many facets in vivo and in silico, across the developmental spectrum, focusing on individual capacities or on entire architectures. it aims to foster debate and integrate ideas, concepts, constructs, theories, models and techniques from across different disciplines and different perspectives on human-level cognition. the scope of interest includes the study of cognitive capacities and architectures - both brain-inspired and non-brain-inspired - and the application of cognitive systems to real-world problems as far as it offers insights relevant for the understanding of cognition.

cognitive systems research therefore welcomes mature and cutting-edge research approaching cognition from a systems-oriented perspective, both theoretical and empirically-informed, in the form of original manuscripts, short communications, opinion articles, systematic reviews, and topical survey articles from the fields of cognitive science (including philosophy of cognitive science), artificial intelligence/computer science, cognitive robotics, developmental science, psychology, and neuroscience and neuromorphic engineering. empirical studies will be considered if they are supplemented by theoretical analyses and contributions to theory development and/or computational modelling studies."
167,18572,"""Parkinsonism and Related Disorders""",1.093,Q1,https://www.scimagojr.com/journalsearch.php?q=18572&tip=sid&clean=0,"parkinsonism & related disorders publishes the results of basic and clinical research contributing to the understanding, diagnosis and treatment of all neurodegenerative syndromes in which parkinsonism, essential tremor or related movement disorders may be a feature. regular features will include: review articles, point of view articles, full-length articles, short communications, case reports and letter to the editor."
168,21101028072,"""Open Mind""",1.084,Q2,https://www.scimagojr.com/journalsearch.php?q=21101028072&tip=sid&clean=0,
169,5300152235,"""Neuroscience Bulletin""",1.077,Q2,https://www.scimagojr.com/journalsearch.php?q=5300152235&tip=sid&clean=0,"neuroscience bulletin (nb), the official journal of the chinese neuroscience society, is published monthly by shanghai institutes for biological sciences (sibs), chinese academy of sciences (cas) and springer.

nb aims to publish research advances in the field of neuroscience and promote exchange of scientific ideas within the community. the journal publishes original papers on various topics in neuroscience and focuses on potential disease implications on the nervous system. nb welcomes research contributions on molecular, cellular, or developmental neuroscience using multidisciplinary approaches and functional strategies. we feature full-length original articles, reviews, methods, letters to the editor, insights, and research highlights. as the official journal of the chinese neuroscience society, which currently has more than 12,000 members in china, nb is devoted to facilitating communications between chinese neuroscientists and their international colleagues. the journal is recognized as the most influential publication in neuroscience research in china."
170,19700188391,"""Current Topics in Behavioral Neurosciences""",1.075,Q1,https://www.scimagojr.com/journalsearch.php?q=19700188391&tip=sid&clean=0,"the behavioral neurosciences series focuses on translational medicine and cutting-edge technologies. preclinical and clinical trials for the development of new diagnostics and therapeutics as well as prevention efforts are covered whenever possible. special attention is also drawn on epigenetical aspects, especially in psychiatric disorders."
171,19384,"""Seminars in Neurology""",1.075,Q1,https://www.scimagojr.com/journalsearch.php?q=19384&tip=sid&clean=0,"seminars in neurology is a review journal on current trends in the evaluation, diagnosis, and treatment of neurological diseases. areas of coverage include multiple sclerosis, central nervous system infections, muscular dystrophy, neuro-immunology, spinal disorders, strokes, epilepsy, motor neuron diseases, movement disorders, higher cortical function, neuro-genetics and neuro-ophthamology. each issue is presented under the direction of an expert guest editor, and invited contributors focus on a single, high-interest clinical topic.

up-to-the-minute coverage of the latest information in the field makes this journal an invaluable resource for neurologists and residents."
172,14900,"""Clinical Neurophysiology""",1.063,Q1,https://www.scimagojr.com/journalsearch.php?q=14900&tip=sid&clean=0,"clinical neurophysiology is dedicated to publishing scholarly reports on the pathophysiology underlying diseases of the peripheral and central nervous system of humans. reports on clinical trials that use neurophysiological measures as endpoints are encouraged, as are manuscripts on integrated neuroimaging of peripheral and central nervous function including, but not limited to, functional mri, brain mapping, meg, eeg, pet, ultrasound, and other neuroimaging modalities. studies on normal human neurophysiology are welcome, if they are relevant to disease or clinical applications. studies on animals and technical reports must have clear applicability to human disease. case reports may be considered (exclusively as letters-to-the-editor), if implying substantial advancement of knowledge.

clinical neurophysiology covers epilepsy, developmental clinical neurophysiology, psychophysiology and psychopathology, motor control and movement disorders, somatosensory disorders including pain, motor neuron diseases, neuromuscular diseases, neuropathies, sleep and disorders of consciousness, auditory and vestibular disorders, aging, alzheimer's disease, other dementias, other psychiatric disorders, autonomic disorders, neural plasticity and recovery, intraoperative and icu monitoring, and therapeutic clinical neurophysiology including non-invasive and invasive brain stimulation."
173,19700175166,"""Frontiers in Behavioral Neuroscience""",1.057,Q1,https://www.scimagojr.com/journalsearch.php?q=19700175166&tip=sid&clean=0,"frontiers in behavioral neuroscience is a leading journal in its field, publishing rigorously peer-reviewed research that advances our understanding of the neural mechanisms underlying behavior. field chief editor nuno sousa at the instituto de pesquisa em ciências da vida e da saúde (icvs) is supported by an outstanding editorial board of international experts. this multidisciplinary open-access journal is at the forefront of disseminating and communicating scientific knowledge and impactful discoveries to researchers, academics, clinicians and the public worldwide.

this journal publishes major insights into the neural mechanisms of animal and human behavior, and welcomes articles studying the interplay between behavior and its neurobiological basis at all levels: from molecular biology and genetics, to morphological, biochemical, neurochemical, electrophysiological, neuroendocrine, pharmacological, and neuroimaging studies."
174,21100835138,"""Journal of Neuromuscular Diseases""",1.054,Q1,https://www.scimagojr.com/journalsearch.php?q=21100835138&tip=sid&clean=0,"the journal of neuromuscular diseases aims to facilitate progress in understanding the molecular genetics/correlates, pathogenesis, pharmacology, diagnosis and treatment of acquired and genetic neuromuscular diseases (including muscular dystrophy, myasthenia gravis, spinal muscular atrophy, neuropathies, myopathies, myotonias and myositis). the journal publishes research reports, reviews, short communications, letters-to-the-editor, and will consider research that has negative findings. the journal is dedicated to providing an open forum for original research in basic science, translational and clinical research that will improve our fundamental understanding and lead to effective treatments of neuromuscular diseases."
175,14853,"""Cerebellum""",1.052,Q1,https://www.scimagojr.com/journalsearch.php?q=14853&tip=sid&clean=0,"an international journal devoted to the science of the cerebellum and its role in ataxia and other medical disorders. there is currently intense interest in the genetics of cerebellar ataxias and in the roles of the cerebellum in motor control and cognitive functioning. this region contains more neurons than all the other structures of the brain. as a result of the ageing population, diseases associated with cerebellar dysfunction are becoming more widespread.

despite the vast amount of scientific research in this area, no journal exists that is devoted specifically to the cerebellum. the growing number of researchers in this field currently have to find information in a wide range of publications. the cerebellum will cover all the latest developments in this field to ensure readers are kept fully up to date from one source. the unique editorial board comprising internationally-renowned experts aims to create an authoritative journal that will be a significant and original addition to the neuroscience literature.

the cerebellum will be of immense interest to researchers including: neuroscientists in molecular and cellular biology; neurophysiologists; researchers in neurotransmission; neurologists; geneticians; radiologists; paediatricians; anatomists; neuropsychologists; trainees in neurology and psychiatry."
176,17467,"""Neurobiology of Learning and Memory""",1.052,Q1,https://www.scimagojr.com/journalsearch.php?q=17467&tip=sid&clean=0,"neurobiology of learning and memory publishes articles examining the neurobiological mechanisms underlying learning and memory at all levels of analysis ranging from molecular biology to synaptic and neural plasticity and behavior. we are especially interested in manuscripts that examine the neural circuits and molecular mechanisms underlying learning, memory and plasticity in both experimental animals and human subjects."
177,14604,"""Ophthalmic and Physiological Optics""",1.051,Q2,https://www.scimagojr.com/journalsearch.php?q=14604&tip=sid&clean=0,"ophthalmic & physiological optics, first published in 1925, is a leading international interdisciplinary journal that addresses basic and applied questions pertinent to contemporary research in vision science and optometry.
opo publishes original research papers, technical notes, reviews and letters and will interest researchers, educators and clinicians concerned with the development, use and restoration of vision."
178,19239,"""Reviews in the Neurosciences""",1.048,Q2,https://www.scimagojr.com/journalsearch.php?q=19239&tip=sid&clean=0,"reviews in the neurosciences provides a forum for reviews, critical evaluations and theoretical treatment of selective topics in the neurosciences. the journal is meant to provide an authoritative reference work for those interested in the structure and functions of the nervous system at all levels of analysis, including the genetic, molecular, cellular, behavioral, cognitive and clinical neurosciences. contributions should contain a critical appraisal of specific areas and not simply a compilation of published articles.

readership includes: neurologists, psychiatrists, neuropharmacologists, neurochemists, neuro­physiologists, behavioral psychologists and pharmacologists, neuroanatomists and other interested physicians."
179,21100386521,"""Language, Cognition and Neuroscience""",1.043,Q2,https://www.scimagojr.com/journalsearch.php?q=21100386521&tip=sid&clean=0,"language, cognition and neuroscience is an international peer reviewed journal promoting integrated cognitive theoretical studies of language and its neural bases.

language, cognition and neuroscience integrates excellent cognitive science and neuroscience to answer key questions about the nature of language and cognition in the mind and the brain. it aims to engage researchers and practitioners alike in how to better understand cognitive language function including, but not limited to:

language cognition
neuroscience
brain and language

language, cognition and neuroscience accepts all types of articles, including reviews and short articles. continuing our strong tradition in this area, themed issues are also warmly encouraged. to further stimulate debate, we also invite the submission of theoretical 'position papers' (opinion pieces) that present novel theoretical perspectives on either established or novel phenomena of relevance to the psychology of language. these papers may be used to package together into a single article a theoretical position that has evolved across a number of prior publications. alternatively, they may be used to present novel ideas that have not been expressed elsewhere."
