Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
388,14272,"""Stem Cells""",1.374,Q1,https://www.scimagojr.com/journalsearch.php?q=14272&tip=sid&clean=0,"stem cells, a peer reviewed journal published monthly, provides a forum for prompt publication of original investigative papers and concise reviews. stem cells is read and written by clinical and basic scientists whose expertise encompasses the rapidly expanding fields of stem and progenitor cell biology. 
stem cells covers:

cancer stem cells,
embryonic stem cells/induced pluripotent stem (ips) cells,
regenerative medicine,
stem cell technology: epigenetics, genomics, proteomics, and metabonomics,
tissue-specific stem cells,
translational and clinical research."
389,21101022488,"""Metabarcoding and Metagenomics""",1.366,Q1,https://www.scimagojr.com/journalsearch.php?q=21101022488&tip=sid&clean=0,
390,17511,"""Glycobiology""",1.365,Q1,https://www.scimagojr.com/journalsearch.php?q=17511&tip=sid&clean=0,"established as the leading journal in the field, glycobiology provides a unique forum dedicated to research into the biological functions of glycans, including glycoproteins, glycolipids, proteoglycans and free oligosaccharides, and on proteins that specifically interact with glycans (including lectins, glycosyltransferases, and glycosidases).

glycobiology is essential reading for researchers in biomedicine, basic science, and the biotechnology industries. by providing a single forum, the journal aims to improve communication between glycobiologists working in different disciplines and to increase the overall visibility of the field."
391,21100199848,"""Cancer Research and Treatment""",1.359,Q2,https://www.scimagojr.com/journalsearch.php?q=21100199848&tip=sid&clean=0,"cancer research and treatment is a peer-reviewed open access publication of the korean cancer association. it is published quarterly, one volume per year. abbreviated title is cancer res treat. it accepts manuscripts relevant to experimental and clinical cancer research. subjects include carcinogenesis, tumor biology, molecular oncology, cancer genetics, tumor immunology, epidemiology, predictive markers and cancer prevention, pathology, cancer diagnosis, screening and therapies including chemotherapy, surgery, radiation therapy, immunotherapy, gene therapy, multimodality treatment and palliative care."
392,19046,"""Theoretical And Applied Genetics""",1.35,Q1,https://www.scimagojr.com/journalsearch.php?q=19046&tip=sid&clean=0,"theoretical and applied genetics publishes original research and review articles in all key areas of modern plant genetics, plant genomics and plant biotechnology. all work needs to have a clear genetic component and significant impact on plant breeding. theoretical considerations are only accepted in combination with new experimental data and/or if they indicate a relevant application in plant genetics or breeding. preference is given to work on leading crop plants and manuscripts presenting innovative approaches."
393,19700188419,"""Cancers""",1.349,Q2,https://www.scimagojr.com/journalsearch.php?q=19700188419&tip=sid&clean=0,"cancers (issn 2072-6694) is an international, peer-reviewed open access journal on oncology. it publishes article types including research papers, reviews, editorials, communications, etc. our aim is to encourage scientists to publish their experimental and theoretical results in as much detail as possible. the full experimental details must be provided so that the results can be reproduced.

there is, in addition, a unique feature of this journal: we accept studies showing meaningful but negative results. while there are many journals that focus on cancer studies, none of them actively accepts negative results. as a result, most negative data end up not being in the public domain even if the data were meaningfully negative and the study well designed. by accepting those negative results, our journal encourages scientists to share those data so that they would not need to repeat the experiments that somebody else has already done.
we publish high-quality articles including basic, translational, and clinical studies on all tumor types."
394,19961,"""Molecular Medicine""",1.346,Q1,https://www.scimagojr.com/journalsearch.php?q=19961&tip=sid&clean=0,"molecular medicine is an open access journal publishing recent findings that elucidate disease pathogenesis at the molecular or physiological level, which may lead to the design of specific tools for disease diagnosis, treatment, or prevention. manuscripts containing material relevant to the genetic, molecular, or cellular basis of key physiologic or disease processes are considered for publication. manuscripts submitted to molecular medicine should describe the implications of the results for human disease and medicine, at a level approachable by our broad audience."
395,21101021993,"""APL Bioengineering""",1.332,Q1,https://www.scimagojr.com/journalsearch.php?q=21101021993&tip=sid&clean=0,
396,100895,"""Biological Procedures Online""",1.332,Q1,https://www.scimagojr.com/journalsearch.php?q=100895&tip=sid&clean=0,"iological procedures online publishes articles that improve access to techniques and methods in the medical and biological sciences.

we are also interested in short but important research discoveries, such as new animal disease models.

topics of interest include, but are not limited to:

reports of new research techniques and applications of existing techniques
technical analyses of research techniques and published reports
validity analyses of research methods and approaches to judging the validity of research reports
application of common research methods
reviews of existing techniques
novel/important product information
biological procedures online places emphasis on multidisciplinary approaches that integrate methodologies from medicine, biology, chemistry, imaging, engineering, bioinformatics, computer science, and systems analysis."
397,21100199802,"""Frontiers in Synaptic Neuroscience""",1.332,Q2,https://www.scimagojr.com/journalsearch.php?q=21100199802&tip=sid&clean=0,"frontiers in synaptic neuroscience publishes rigorously peer-reviewed research that advances our understanding of the synaptic structure, function, plasticity and alterations in diseases. led by an outstanding editorial board of international experts, this multidisciplinary open-access journal is at the forefront of disseminating and communicating scientific knowledge and impactful discoveries to researchers, academics and the public worldwide.

the journal will consider original research articles on synaptic transmission and plasticity in all relevant areas including the ultrastructure, physiology and biophysics of synaptic transmission, molecular composition of synapses, molecular-molecular interactions, and biochemical, biophysical and structural mechanisms involved in forming, maintaining and altering synaptic properties. the journal will also publish work on the genetic determination of synaptic properties and the impact of genetically induced synaptic alterations. frontiers in synaptic neuroscience invites review articles that synthesize knowledge on various aspects of synapses and also perspective and opinion articles to discuss and debate hot topics in synaptic neuroscience."
398,19700201524,"""Stem Cell Research and Therapy""",1.33,Q1,https://www.scimagojr.com/journalsearch.php?q=19700201524&tip=sid&clean=0,"stem cell research & therapy is the major forum for translational research into stem cell therapies. an international peer-reviewed journal, it publishes high-quality open access research articles with a special emphasis on basic, translational and clinical research into stem cell therapeutics and regenerative therapies, including animal models and clinical trials. the journal also provides reviews, viewpoints, commentaries, reports and methods."
399,11700154702,"""Biotechnology for Biofuels""",1.326,Q1,https://www.scimagojr.com/journalsearch.php?q=11700154702&tip=sid&clean=0,"biotechnology for biofuels is an open access peer-reviewed journal featuring high-quality studies describing technological and operational advances in the production of biofuels, chemicals and other bioproducts. the journal emphasizes understanding and advancing the application of biotechnology and synergistic operations to improve plants and biological conversion systems for the biological production of these products from biomass, intermediates derived from biomass, or co2, as well as upstream or downstream operations that are integral to biological conversion of biomass.

biotechnology for biofuels focuses on the following areas:

• development of terrestrial plant feedstocks
• development of algal feedstocks
• biomass pretreatment, fractionation and extraction for biological conversion
• enzyme engineering, production and analysis
• bacterial genetics, physiology and metabolic engineering
• fungal/yeast genetics, physiology and metabolic engineering
• fermentation, biocatalytic conversion and reaction dynamics
• biological production of chemicals and bioproducts from biomass
• anaerobic digestion, biohydrogen and bioelectricity
• bioprocess integration, techno-economic analysis, modelling and policy
• life cycle assessment and environmental impact analysis"
400,19900192710,"""Cellular oncology (Dordrecht)""",1.326,Q1,https://www.scimagojr.com/journalsearch.php?q=19900192710&tip=sid&clean=0,"cellular oncology publishes scientific contributions from various biomedical and clinical disciplines involved in basic and translational cancer research on the cell and tissue level, technical and bioinformatics developments in this area, and clinical applications. this includes a variety of fields like genome technology, micro-arrays and other high-throughput techniques, genomic instability, snp, dna methylation, signaling pathways, dna organization, (sub)microscopic imaging, proteomics, bioinformatics, functional effects of genomics, drug design and development, molecular diagnostics and targeted cancer therapies, genotype-phenotype interactions. a major goal is to translate the latest developments in these fields from the research laboratory into routine patient management. cellular oncology forms a platform of scientific information exchange between molecular biologists and geneticists, technical developers, pathologists, (medical) oncologists and other clinicians involved in the management of cancer patients. cellular oncology publishes original articles, reviews, short communications, commentaries, and letters to the editor."
401,21100199831,"""Frontiers in Aging Neuroscience""",1.324,Q1,https://www.scimagojr.com/journalsearch.php?q=21100199831&tip=sid&clean=0,"frontiers in aging neuroscience is a leading journal in its field, publishing rigorously peer-reviewed research that advances our understanding of the mechanisms of central nervous system aging and age-related neural diseases. specialty chief editor thomas wisniewski at the new york university school of medicine is supported by an outstanding editorial board of international researchers. this multidisciplinary open-access journal is at the forefront of disseminating and communicating scientific knowledge and impactful discoveries to researchers, academics, clinicians and the public worldwide."
402,22129,"""Genes and Immunity""",1.322,Q1,https://www.scimagojr.com/journalsearch.php?q=22129&tip=sid&clean=0,"genes & immunity emphasizes studies investigating how genetic, genomic and functional variations affect immune cells and the immune system, and associated processes in the regulation of health and disease. it further highlights articles on the transcriptional and posttranslational control of gene products involved in signaling pathways regulating immune cells, and protective and destructive immune responses."
403,21207,"""Drug Discovery Today: Technologies""",1.321,Q1,https://www.scimagojr.com/journalsearch.php?q=21207&tip=sid&clean=0,"the drug discovery today reviews collection provides a resource of review content aligning the key output of human molecular medicine with the specific requirements of the drug discovery process. it is designed to systematically cover the essential elements of molecular medicine and drug discovery, in a manner that has relevance to those actually working on the discovery and development of new drugs. this collection will evolve to create a highly structured database and will act as a one-stop-shop for high quality content."
404,21100224437,"""Clinical and Molecular Hepatology""",1.318,Q2,https://www.scimagojr.com/journalsearch.php?q=21100224437&tip=sid&clean=0,"clinical and molecular hepatology (clin mol hepatol), is an international, peer-reviewed, open- access journal published quarterly in english. clin mol hepatol aims to share advanced and latest knowledge, trend, and understanding of hepatobiliary diseases, to provide a wide open academic forum for active debate and discussion among clinical doctors, translational researchers, and basic scientists, and to improve public health through a multidisciplinary approach, especially in resource-limited asia-pacific area with high prevalence of b viral infection and hepatocellular carcinoma. in addition, clin mol hepatol gives priority to epidemiological studies of hepatobiliary diseases in east asia, north asia, southeast asia, central asia, south asia, southwest asia, pacific, africa, central europe, eastern europe, central america, and south america."
405,21100868959,"""Journal of global oncology""",1.313,Q2,https://www.scimagojr.com/journalsearch.php?q=21100868959&tip=sid&clean=0,"the journal of global oncology (jgo) is an online only, open access journal focused on cancer care, research and care delivery issues unique to countries and settings with limited healthcare resources.

jgo aims to provide a home for high-quality literature that fulfills a growing need for content describing the array of challenges health care professionals in resource-constrained settings face. article types include original reports, review articles, commentaries, correspondence/replies, special articles and editorials."
406,18452,"""Cell Calcium""",1.309,Q1,https://www.scimagojr.com/journalsearch.php?q=18452&tip=sid&clean=0,"cell calcium covers the field of calcium metabolism and signalling in living systems, from aspects including inorganic chemistry, physiology, molecular biology and pathology. topic themes include:
roles of calcium in regulating cellular events such as apoptosis, necrosis and organelle remodelling
influence of calcium regulation in affecting health and disease outcomes"
407,23455,"""Journal of Cellular Physiology""",1.308,Q1,https://www.scimagojr.com/journalsearch.php?q=23455&tip=sid&clean=0,"the journal of cellular physiology publishes reports of high biological significance in areas of eukaryotic cell biology and physiology, focusing on those articles that adopt a molecular mechanistic approach to investigate cell structure and function. there is appreciation for the application of cellular, biochemical, molecular and in vivo genetic approaches, as well as the power of genomics, proteomics, bioinformatics and systems biology. in particular, the journal encourages submission of high-interest papers investigating the genetic and epigenetic regulation of proliferation and phenotype as well as cell fate and lineage commitment by growth factors, cytokines and their cognate receptors and signal transduction pathways that influence the expression, integration and activities of these physiological mediators. similarly, the journal encourages submission of manuscripts exploring the regulation of growth and differentiation by cell adhesion molecules in addition to the interplay between these processes and those induced by growth factors and cytokines. studies on the genes and processes that regulate cell cycle progression and phase transition in eukaryotic cells, and the mechanisms that determine whether cells enter quiescence, proliferate or undergo apoptosis are also welcomed. submission of papers that address contributions of the extracellular matrix to cellular phenotypes and physiological control as well as regulatory mechanisms governing fertilization, embryogenesis, gametogenesis, cell fate, lineage commitment, differentiation, development and dynamic parameters of cell motility are encouraged. finally, the investigation of stem cells and changes that differentiate cancer cells from normal cells including studies on the properties and functions of oncogenes and tumor suppressor genes will remain as one of the major interests of the journal."
408,22378,"""Vascular Pharmacology""",1.308,Q1,https://www.scimagojr.com/journalsearch.php?q=22378&tip=sid&clean=0,"vascular pharmacology publishes papers, which contains results of all aspects of biology and pharmacology of the vascular system.

papers are encouraged in basic, translational and clinical aspects of vascular biology and pharmacology, utilizing approaches ranging from molecular biology to integrative physiology. all papers are in english.

the journal publishes review articles which include vascular aspects of thrombosis, inflammation, cell signalling, atherosclerosis, and lipid metabolism."
409,14536,"""Developmental Biology""",1.306,Q1,https://www.scimagojr.com/journalsearch.php?q=14536&tip=sid&clean=0,"developmental biology (db) publishes original research on mechanisms of development, differentiation, and growth in animals and plants at the molecular, cellular, genetic and evolutionary levels. areas of particular emphasis include transcriptional control mechanisms, embryonic patterning, cell-cell interactions, growth factors and signal transduction, and regulatory hierarchies in developing plants and animals."
410,15984,"""Journal of Molecular Medicine""",1.306,Q1,https://www.scimagojr.com/journalsearch.php?q=15984&tip=sid&clean=0,"the journal of molecular medicine publishes original research articles and review articles that range from basic findings in mechanisms of disease pathogenesis to therapy. the focus includes all human diseases, including but not limited to:

aging, angiogenesis, autoimmune diseases as well as other inflammatory diseases, cancer, cardiovascular diseases, development and differentiation, endocrinology, gastrointestinal diseases and hepatology, genetics and epigenetics, hematology, hypoxia research, immunology, infectious diseases, metabolic disorders, neuroscience of diseases, -omics based disease research, regenerative medicine, and stem cell research.

studies solely based on cell lines will not be considered. studies that are based on model organisms will be considered as long as they are directly relevant to human disease."
411,21100979312,"""JCO Global Oncology""",1.302,Q2,https://www.scimagojr.com/journalsearch.php?q=21100979312&tip=sid&clean=0,
412,19700188345,"""Small GTPases""",1.302,Q1,https://www.scimagojr.com/journalsearch.php?q=19700188345&tip=sid&clean=0,"small gtpases have emerged as key signal transducing proteins involved in every facet of cell and organismal biology. to reflect their prominence in health and disease, the journal small gtpases aims to be a dedicated forum for the sharing of information at the forefront of the field, covering a broad range of research including cell and in vivo biology, structural studies, biochemistry, and drug discovery. in addition to the gtpase proteins themselves, small gtpases features research focused on the structure, regulation, and function of their regulators and effectors. to reflect the advances in methodologies used for biological research, small gtpases is particularly interested in manuscripts that make use of emerging approaches, including systems biology, biophysics, advanced imaging and, bioinformatics. these approaches complement classical experimental techniques to discover the underlying mechanisms that small gtpases employ to regulate fundamental biological processes."
413,21100459104,"""Experimental Hematology and Oncology""",1.301,Q2,https://www.scimagojr.com/journalsearch.php?q=21100459104&tip=sid&clean=0,"experimental hematology & oncology is an open access journal that encompasses all aspects of hematology and oncology with an emphasis on preclinical, basic, patient-oriented and translational research. the journal acts as an international platform for sharing laboratory findings in these areas and makes a deliberate effort to publish clinical trials with 'negative' results and basic science studies with provocative findings.

experimental hematology & oncology publishes original work, hypothesis, commentaries and timely reviews. with open access and rapid turnaround time from submission to publication, the journal strives to be a hub for disseminating new knowledge and discussing controversial topics for both basic scientists and busy clinicians in the closely related fields of hematology and oncology."
414,21100781204,"""Current Chemical Genomics and Translational Medicine""",1.3,Q1,https://www.scimagojr.com/journalsearch.php?q=21100781204&tip=sid&clean=0,"current chemical genomics and translational medicine is an open access online journal, which publishes full-length original research articles, and short research articles (letters) on all advances on drug discovery, translational research, and interaction of chemicals with human genomes and proteins of these genes encoded. topics covered include: integrative approaches at the chemistry/biology interface, studies related to drug action and mechanism, and translation of basic research knowledge to clinical methods/medicines for the treatment of human diseases. in addition, this journal also covers new technologies and methods for drug development and translational research as well as drug target identification, disease modeling with ips cells, new disease models, new informatics tools, and biomarker development."
415,10600153340,"""Current Protocols in Cell Biology""",1.299,Q2,https://www.scimagojr.com/journalsearch.php?q=10600153340&tip=sid&clean=0,"current protocols in cell biology is the comprehensive source for protocols for the multidisciplinary field of cell biology, providing an extensive range of basic and cutting edge protocols for the analysis of cell structures and functions. these protocols permit investigators to analyze the cell at the molecular level, as a single cell, as well as a tissue in experiments exploring a wide range of areas, including:

cell culture
preparation and isolation of cells
subcellular fractionation and isolation of organelles
microscopy
the target audience for current protocols in cell biology is anyone who is conducting research across the field of cell biology and biological disciplines that influence cell biological function. sufficient detail is provided to permit duplication of the protocols in any laboratory, whatever the disciplinary background or level of sophistication."
416,18446,"""Cell and Tissue Research""",1.298,Q2,https://www.scimagojr.com/journalsearch.php?q=18446&tip=sid&clean=0,"the journal publishes regular articles and reviews in the areas of molecular, cell, and supracellular biology. in particular, the journal intends to provide a forum for publishing data that analyze the supracellular, integrative actions of gene products and their impact on the formation of tissue structure and function. submission of papers with an emphasis on structure-function relationships as revealed by recombinant molecular technologies is especially encouraged. areas of research with a long-standing tradition of publishing in cell & tissue research include:

- neurobiology
- neuroendocrinology
- endocrinology
- reproductive biology
- skeletal and immune systems
- development
- stem cells
- muscle biology."
417,5000158308,"""CBE Life Sciences Education""",1.297,Q1,https://www.scimagojr.com/journalsearch.php?q=5000158308&tip=sid&clean=0,"cbe—life sciences education (lse), a free, online quarterly journal, is published by the american society for cell biology (ascb). the journal was launched in spring 2002 as cell biology education—a journal of life science education. the ascb changed the name of the journal in spring 2006 to better reflect the breadth of its readership and the scope of its submissions.

lse publishes peer-reviewed articles on life science education at the k–12, undergraduate, and graduate levels. the ascb believes that learning in biology encompasses diverse fields, including math, chemistry, physics, engineering, computer science, and the interdisciplinary intersections of biology with these fields. within biology, lse focuses on how students are introduced to the study of life sciences, as well as approaches in cell biology, developmental biology, neuroscience, biochemistry, molecular biology, genetics, genomics, bioinformatics, and proteomics."
418,10100153313,"""Epigenetics""",1.296,Q2,https://www.scimagojr.com/journalsearch.php?q=10100153313&tip=sid&clean=0,"epigenetics publishes peer-reviewed original research and review articles that provide an unprecedented forum where epigenetic mechanisms and their role in diverse biological processes can be revealed, shared, and discussed."
419,15106,"""Journal of Inherited Metabolic Disease""",1.296,Q1,https://www.scimagojr.com/journalsearch.php?q=15106&tip=sid&clean=0,"the journal of inherited metabolic disease (jimd) is the official journal of the society for the study of inborn errors of metabolism (ssiem). by enhancing communication between workers in the field throughout the world, the jimd aims to improve the management and understanding of inherited metabolic disorders. it publishes results of original research and new or important observations pertaining to any aspect of inherited metabolic disease in humans and higher animals. this includes clinical (medical, dental and veterinary), biochemical, genetic (including cytogenetic, molecular and population genetic), experimental (including cell biological), methodological, theoretical, epidemiological, ethical and counselling aspects. the jimd also reviews important new developments or controversial issues relating to metabolic disorders and publishes reviews and short reports arising from the society's annual symposia. a distinction is made between peer-reviewed scientific material that is selected because of its significance for other professionals in the field and non-peer- reviewed material that aims to be important, controversial, interesting or entertaining (“extras”)."
420,17369,"""Clinical Chemistry and Laboratory Medicine""",1.295,Q1,https://www.scimagojr.com/journalsearch.php?q=17369&tip=sid&clean=0,"clinical chemistry and laboratory medicine (cclm) publishes articles on novel teaching and training methods applicable to laboratory medicine. cclm welcomes contributions on the progress in fundamental and applied research and cutting-edge clinical laboratory medicine. it is one of the leading journals in the field, with an impact factor over 3. cclm is issued monthly, and it is published in print and electronically. letters to the editor and congress abstracts are published only electronically.

topics

clinical biochemistry
clinical genomics and molecular biology
clinical haematology and coagulation
clinical immunology and autoimmunity
clinical microbiology
drug monitoring and analysis
evaluation of diagnostic biomarkers
disease-oriented topics (cardiovascular disease, cancer diagnostics, diabetes)
new reagents, instrumentation and technologies
new methodologies
reference materials and methods
reference values and decision limits
quality and safety in laboratory medicine
translational laboratory medicine
clinical metrology."
421,29802,"""Psychology and Aging""",1.295,Q2,https://www.scimagojr.com/journalsearch.php?q=29802&tip=sid&clean=0,"psychology and aging® publishes original articles that significantly advance knowledge about adult development and aging. the primary focus of the journal is on reports of novel empirical findings that inform theories related to the psychological science of aging and adult development.

exceptionally strong articles that present theoretical analyses, systematic reviews, methodological critiques or new methodological approaches, or policy recommendations grounded in psychological science are also welcome.

studies of basic principles of adult development and aging and their application are appropriate, as are studies about psychological phenomena and processes of special relevance during adulthood and old age.

the journal represents the diversity of topical areas in the psychological science of adult development and aging, including but not limited to, biological bases of behavior, clinical psychology, cognition, cultural and social influences on development, educational psychology, emotion, health psychology, human factors, medical psychology, motivation, neuroscience, personality, and self-regulation."
422,23306,"""American Journal of Physiology - Cell Physiology""",1.293,Q1,https://www.scimagojr.com/journalsearch.php?q=23306&tip=sid&clean=0,"the american journal of physiology-cell physiology is dedicated to innovative approaches to the study of cell and molecular physiology. contributions that use cellular and molecular approaches to shed light on mechanisms of physiological control at higher levels of organization also appear regularly. manuscripts dealing with the structure and function of cell membranes, contractile systems, cellular organelles, and membrane channels, transporters, and pumps are encouraged. studies dealing with integrated regulation of cellular function, including mechanisms of signal transduction, development, gene expression, cell-to-cell interactions, and the cell physiology of pathophysiological states, are also eagerly sought. interdisciplinary studies that apply the approaches of biochemistry, biophysics, molecular biology, morphology, and immunology to the determination of new principles in cell physiology are especially welcome."
423,17300154987,"""Molecular Brain""",1.292,Q2,https://www.scimagojr.com/journalsearch.php?q=17300154987&tip=sid&clean=0,"molecular brain is an open access, peer-reviewed journal that considers manuscripts on all aspects of studies on the nervous system at the molecular, cellular, and systems level providing a forum for scientists to communicate their findings.

molecular brain research is a rapidly expanding research field in which integrative approaches at the genetic, molecular, cellular and synaptic levels yield key information about the physiological and pathological brain. these studies involve the use of a wide range of modern techniques in molecular biology, genomics, proteomics, imaging and electrophysiology."
424,21100275443,"""Frontiers in Oncology""",1.291,Q2,https://www.scimagojr.com/journalsearch.php?q=21100275443&tip=sid&clean=0,"frontiers in oncology publishes rigorously peer-reviewed research across the entire field of cancer research. field chief editor giuseppe giaccone at georgetown university is supported by an outstanding editorial board of international researchers. this multidisciplinary open-access journal is at the forefront of disseminating and communicating scientific knowledge and impactful discoveries to researchers, academics, clinicians and the public worldwide.

the journal welcomes outstanding contributions in any domain of cancer research: from basic laboratory research to clinical investigation, from prevention to treatment, and from imaging studies to novel treatment strategies."
425,26176,"""Journal of Molecular Endocrinology""",1.29,Q1,https://www.scimagojr.com/journalsearch.php?q=26176&tip=sid&clean=0,"the journal of molecular endocrinology is an official journal of the society for endocrinology and is endorsed by the european society of endocrinology and the endocrine society of australia.

journal of molecular endocrinology is a leading global journal that publishes original research articles and reviews. the journal focuses on molecular and cellular mechanisms in endocrinology, including: gene regulation, cell biology, signalling, mutations, transgenics, hormone-dependant cancers, nuclear receptors, and omics. basic and pathophysiological studies at the molecule and cell level are considered, as well as human sample studies where this is the experimental model of choice. technique studies including crispr or gene editing are also encouraged."
426,5200152603,"""Neonatology""",1.288,Q1,https://www.scimagojr.com/journalsearch.php?q=5200152603&tip=sid&clean=0,"this highly respected and frequently cited journal is a prime source of information in the area of fetal and neonatal research. original papers present research on all aspects of neonatology, fetal medicine and developmental biology. these papers encompass both basic science and clinical research including randomised trials, observational studies and epidemiology. basic science research covers molecular biology, molecular genetics, physiology, biochemistry and pharmacology in fetal and neonatal life. in addition to the classic features the journal accepts papers for the sections research briefings, sources of neonatal medicine (historical pieces) and research methods in neonatal medicine. papers reporting results of animal studies should be based upon hypotheses that relate to developmental processes or disorders in the human fetus or neonate."
427,21100856193,"""Nutrition and Healthy Aging""",1.288,Q1,https://www.scimagojr.com/journalsearch.php?q=21100856193&tip=sid&clean=0,"nutrition and healthy aging is an international forum for research on nutrition as a means of promoting healthy aging. it is particularly concerned with the impact of nutritional interventions on the metabolic and molecular mechanisms which modulate aging and age-associated diseases, including both biological responses on the part of the organism itself and its micro biome. results emanating from both model organisms and clinical trials will be considered. with regards to the latter, the journal will be rigorous in only accepting for publication well controlled, randomized human intervention trials that conform broadly with the current efsa and us fda guidelines for nutritional clinical studies. the journal will publish research articles, short communications, critical reviews and conference summaries, whilst open peer commentaries will be welcomed."
428,11700154648,"""Tissue Engineering - Part B: Reviews""",1.287,Q1,https://www.scimagojr.com/journalsearch.php?q=11700154648&tip=sid&clean=0,tissue engineering reviews (part b) meets the urgent need for high-quality review articles by presenting critical literature overviews and systematic summaries of research within the field to assess the current standing and future directions within relevant areas and technologies. part b publishes bi-monthly.
429,26618,"""Expert Reviews in Molecular Medicine""",1.285,Q1,https://www.scimagojr.com/journalsearch.php?q=26618&tip=sid&clean=0,"expert reviews in molecular medicine is an innovative online journal featuring authoritative and timely reviews covering gene therapy, immunotherapeutics, drug design, vaccines, genetic testing, pathogenesis, microbiology, genomics, molecular epidemiology and diagnostic techniques. we especially welcome reviews on translational aspects of molecular medicine, particularly those related to the application of new understanding of the molecular basis of disease to experimental medicine and clinical practice."
430,19700188321,"""Database : the journal of biological databases and curation""",1.282,Q1,https://www.scimagojr.com/journalsearch.php?q=19700188321&tip=sid&clean=0,"database: the journal of biological databases and curation provides an open access platform for the presentation of novel ideas in database research surrounding biological information, and aims to help strengthen the bridge between database developers, curators, and users. in addition, the journal will provide a platform for the description of novel advances in the field of biocuration and promote the use of information from biological databases to assist in the planning and design of original research projects. biocuration involves the translation of information relevant to biology and medicine, into an organized format, typically as a database, which enables the integration of scientific literature as well as large datasets such that information is accurately represented and readily accessible, as a source of information for scientists, and as a basis for computational analysis."
431,26172,"""Journal of Endocrinology""",1.278,Q1,https://www.scimagojr.com/journalsearch.php?q=26172&tip=sid&clean=0,"journal of endocrinology is an official journal of the society for endocrinology and is endorsed by the european society of endocrinology and the endocrine society of australia.

journal of endocrinology is a leading global journal that publishes original research articles, reviews and science guidelines. its focus is on endocrine physiology and metabolism, including hormone secretion; hormone action; biological effects. the journal publishes basic and translational studies at the organ, tissue and whole organism level. the journal encourages comparative submissions which provide insights on the cellular mechanism of endocrine systems as a whole, but not those that are specific to the model system described."
432,19963,"""Molecular Pharmacology""",1.269,Q1,https://www.scimagojr.com/journalsearch.php?q=19963&tip=sid&clean=0,"molecular pharmacology welcomes original reports of technically robust and scientifically sound research providing new insights into molecular mechanisms relevant to pharmacology, pharmaceutical sciences, and drug discovery across therapeutic modalities. examples include studies of drug-receptor interactions, the impact of receptor function on cell or system physiology, receptor-linked intra- or intercellular signaling systems, enzyme or transporter function, drug delivery, drug metabolism, pharmacogenomics, ion channel function, transcriptional mechanisms, molecular mechanisms underlying disease, mechanisms of agonism, antagonism, allosteric modulation, and signaling bias. work focused on the major receptor types (gpcrs, receptor tyrosine kinases, nuclear receptors, etc.) and ion channels, for example, are encouraged. manuscripts that identify novel drug targets, approaches to treat disease or protect tissues from damage, mechanisms of action for xenobiotics, or insights into toxicologic mechanisms are also welcome, as are studies that report the development of novel reagents or technologies that are of broad applicability or yield new molecular insights. reports that include translational studies, relevant to any of the molecular topics mentioned above, are also encouraged. studies involving molecular or mathematical modeling relevant to drug design or drug action will also be considered if they include new experimental data or test existing experimental data to support the model(s). the journal welcomes minireview articles addressing timely issues in the field of molecular pharmacology."
433,29071,"""Gerontology""",1.267,Q2,https://www.scimagojr.com/journalsearch.php?q=29071&tip=sid&clean=0,"in view of the ever-increasing fraction of older adults, understanding the mechanisms of aging and age-related diseases has become a matter of urgent necessity. gerontology, the oldest journal in the field, is also the only journal that responds to this need by drawing topical contributions from multiple disciplines to support the fundamental goals of extending active life and enhancing its quality. the range of papers is classified into five sections. in the clinical section, the aetiology, pathogenesis, prevention and treatment of age-related diseases are discussed from a gerontological rather than a geriatric viewpoint. the experimental section contains up-to-date contributions from basic gerontological research. papers dealing with behavioural development and related topics are placed in the behavioural science section. basic aspects of regeneration in different experimental biological systems as well as in the context of medical applications are dealt with in the regenerative section whereas the technological section contains important information on major technological advances for older adults. providing a primary source of high-quality papers covering all aspects of aging in humans and animals, gerontology serves as an ideal information tool for all readers interested in the topic of aging from a broad perspective."
434,26062,"""Endocrinology and Metabolism Clinics of North America""",1.263,Q1,https://www.scimagojr.com/journalsearch.php?q=26062&tip=sid&clean=0,"endocrinology and metabolism clinics of north america updates you on the latest trends in patient management, keeps you abreast of the newest advances, and provides a sound basis for choosing treatment options. published quarterly—in march, june, september, and december—each issue features expert, state-of-the-art reviews on a single topic, including obesity, diabetes, thyroid disease, bone disorders, reproduction, hypertension, and much more."
435,17481,"""FEBS Letters""",1.263,Q1,https://www.scimagojr.com/journalsearch.php?q=17481&tip=sid&clean=0,"papers should be complete and essentially final reports. the subject area of febs letters is broad. articles can be classified under the following categories: bioenergetics; biophysics, cell fate determination (cell cycle, cell differentiation, cell death); chemical biology; computation biology (genomics, proteomics, bioinformatics); cytoskeleton; development; ezymology; evolution; genome organization and stability; glycobiology; immunology; membrane biology (membrane trafficking, vesicles, organelles); metabolism; microbiology; molecular basis of disease; neuroscience; plant biology; protein chemistry; protein homeostasis; redox biology; regulation of gene expression; rna biology; signal transduction; structural biology; synthetic biology; systems biology; and virology.

as a general policy, febs letters does not consider preliminary or fragmentary observations, cloning and sequencing of cdna or genes that have previously been reported for other species, conventionally achieved expression or crystallization of proteins, description of the effect of a drug or reagent without elucidation of a detailed molecular mechanism, correlative studies or negative observations. moreover, methodological papers are considered for publication only when they are truly novel and significant, and interesting to a broad readership."
